Building classifier model for 6 classes...
Start at 20-Jun-2017 15:12:30
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
      16              90    3.974104e+01    7.602283e-03    5.639810e+01    3.954802e+01     4 5 8 11 12 13 16 17 
      17              92    3.759709e+01    9.059978e-03    6.161137e+01    3.672316e+01     4 6 7 8 11 12 14 15 
      18             408    3.867642e+01    4.469467e-02    5.639810e+01    3.954802e+01     4 5 7 9 11 17 
      19             142    3.708096e+01    1.169391e-02    5.236967e+01    3.672316e+01     4 7 8 10 12 14 16 17 
      20             422    3.707802e+01    5.120842e-02    5.308057e+01    3.559322e+01     4 7 8 10 12 14 15 
gBest = 3.974104e+01

Iteration 9 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             331    3.759709e+01    4.788841e-02    6.966825e+01    3.672316e+01     3 6 7 9 10 13 14 15 16 
       2             422    3.921314e+01    5.183013e-02    7.985782e+01    3.502825e+01     4 5 6 7 8 9 10 11 14 15 16 
       3              64    3.867348e+01    6.319685e-03    6.042654e+01    3.672316e+01     3 5 6 7 9 10 11 
       4             421    3.813382e+01    6.421820e-02    5.260664e+01    4.011299e+01     5 6 9 11 13 14 16 17 
       5             422    3.920726e+01    5.867604e-02    5.308057e+01    3.559322e+01     4 7 10 11 12 13 14 16 
       6             348    3.920726e+01    3.749825e-02    6.374408e+01    3.163842e+01     3 6 7 8 10 11 16 17 
       7              44    3.707213e+01    4.875052e-03    5.284360e+01    3.898305e+01     5 6 9 10 14 15 16 
       8             421    3.813382e+01    6.642076e-02    5.260664e+01    4.011299e+01     5 6 10 11 13 14 15 16 
       9             368    3.867642e+01    5.505217e-02    6.421801e+01    3.276836e+01     3 6 7 8 11 14 15 16 
      10              76    3.708096e+01    6.780910e-03    5.284360e+01    3.898305e+01     5 6 10 11 13 15 16 17 
      11              30    3.974104e+01    4.147293e-03    5.379147e+01    3.785311e+01     3 6 7 9 10 11 13 16 17 
      12             293    3.867054e+01    3.072729e-02    6.919431e+01    3.672316e+01     3 6 7 9 10 13 14 15 16 
      13             422    3.813382e+01    6.469187e-02    6.208531e+01    3.333333e+01     4 5 7 8 9 11 12 14 
      14              50    3.920138e+01    5.467834e-03    5.829384e+01    3.728814e+01     4 5 7 8 9 13 14 16 
      15             321    3.760297e+01    3.817158e-02    5.639810e+01    3.954802e+01     4 5 9 13 14 15 17 
      16             293    3.974104e+01    2.957718e-02    5.616114e+01    3.954802e+01     4 5 7 8 11 13 
      17             422    3.759709e+01    5.075715e-02    6.350711e+01    2.937853e+01     3 5 7 8 9 11 12 15 
      18             422    3.867642e+01    6.295520e-02    8.033175e+01    3.107345e+01     4 5 6 7 8 9 10 11 14 15 16 
      19             179    3.708096e+01    1.399350e-02    5.284360e+01    3.898305e+01     5 6 10 11 13 16 17 
      20              38    3.707802e+01    4.359090e-03    5.284360e+01    3.898305e+01     5 6 10 11 13 14 17 
gBest = 3.974104e+01

Iteration 10 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             422    3.759709e+01    5.106598e-02    6.421801e+01    3.107345e+01     3 5 7 8 9 11 16 17 
       2             422    3.921314e+01    5.952136e-02    6.966825e+01    3.502825e+01     3 6 7 9 12 13 14 15 17 
       3             418    3.867348e+01    4.779200e-02    5.521327e+01    3.389831e+01     3 4 7 8 11 13 15 16 17 
       4             422    3.813382e+01    4.560468e-02    5.142180e+01    3.898305e+01     4 7 11 13 16 
       5             402    3.920726e+01    4.717278e-02    5.142180e+01    3.898305e+01     4 6 7 11 16 
       6              69    3.920726e+01    5.910088e-03    5.639810e+01    3.954802e+01     3 5 7 8 9 17 
       7             402    3.707213e+01    4.431586e-02    5.284360e+01    3.898305e+01     5 6 7 9 11 15 
       8             422    3.813382e+01    4.302269e-02    5.592417e+01    3.502825e+01     4 8 9 10 11 13 14 15 16 17 
       9               3    3.867642e+01    2.455098e-03    4.905213e+01    3.898305e+01     3 6 7 11 15 17 
      10             340    3.813970e+01    4.014866e-02    5.260664e+01    4.011299e+01     5 6 7 11 12 17 
      11             422    3.974104e+01    6.240378e-02    6.303318e+01    3.672316e+01     3 6 7 9 10 12 16 
      12             422    3.867054e+01    5.046511e-02    6.350711e+01    2.994350e+01     3 5 7 8 9 11 16 17 
      13              40    3.813970e+01    3.948870e-03    5.829384e+01    4.011299e+01     4 5 6 8 9 13 
      14             386    3.920138e+01    4.819164e-02    6.753555e+01    3.107345e+01     4 5 6 7 10 11 12 13 17 
      15              95    3.760297e+01    8.128509e-03    6.279621e+01    3.446328e+01     4 5 7 8 9 11 12 16 
      16              43    3.974104e+01    5.290248e-03    5.758294e+01    3.615819e+01     4 5 7 10 12 13 14 16 
      17             318    3.759709e+01    4.219727e-02    6.872038e+01    2.994350e+01     3 4 6 8 9 10 11 12 14 16 
      18             422    3.867642e+01    5.485344e-02    6.990521e+01    3.615819e+01     3 6 7 9 12 13 14 15 17 
      19             422    3.813676e+01    4.736623e-02    5.853081e+01    4.011299e+01     5 6 7 11 13 14 15 
      20              21    3.867642e+01    3.595876e-03    5.260664e+01    4.067797e+01     5 6 7 11 12 15 
gBest = 3.974104e+01

Iteration 11 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             113    3.760297e+01    1.050119e-02    5.639810e+01    3.954802e+01     3 5 7 8 10 11 
       2             139    3.921314e+01    1.190601e-02    6.161137e+01    3.672316e+01     3 5 7 11 12 13 15 
       3             163    3.867348e+01    1.579206e-02    5.497630e+01    3.841808e+01     3 4 8 9 10 11 12 15 17 
       4             264    3.813382e+01    2.905282e-02    6.895735e+01    3.502825e+01     4 6 7 8 9 11 12 13 15 
       5             415    3.921020e+01    6.208780e-02    6.018957e+01    4.124294e+01     4 5 6 9 10 16 17 
       6             422    3.920726e+01    5.771938e-02    6.303318e+01    2.994350e+01     3 5 7 8 11 12 13 14 
       7             422    3.707213e+01    4.861337e-02    5.142180e+01    3.898305e+01     4 9 11 13 15 16 17 
       8             230    3.813382e+01    2.416315e-02    6.255924e+01    3.333333e+01     4 6 7 8 9 12 15 17 
       9             422    3.867642e+01    5.591149e-02    5.118483e+01    3.841808e+01     3 9 10 12 13 16 
      10             322    3.813970e+01    3.807797e-02    5.142180e+01    3.898305e+01     4 6 11 12 14 
      11              41    3.974104e+01    4.353492e-03    5.213270e+01    3.615819e+01     3 7 9 11 14 16 17 
      12             116    3.867054e+01    1.014913e-02    5.639810e+01    3.954802e+01     3 5 7 8 10 11 
      13             320    3.813970e+01    4.527439e-02    6.729858e+01    3.163842e+01     4 5 6 7 8 11 12 14 
      14             422    3.920138e+01    5.287511e-02    5.118483e+01    3.841808e+01     3 11 14 15 16 
      15             248    3.760297e+01    2.998150e-02    6.824645e+01    3.163842e+01     4 5 6 9 10 11 14 15 16 17 
      16             347    3.974104e+01    4.368451e-02    7.014218e+01    3.728814e+01     4 6 7 8 9 11 12 16 17 
      17             422    3.759709e+01    5.691511e-02    7.227488e+01    3.559322e+01     3 4 6 7 9 11 13 16 17 
      18             139    3.867642e+01    1.243068e-02    6.161137e+01    3.672316e+01     3 5 7 11 12 13 15 
      19             282    3.813676e+01    2.865816e-02    5.142180e+01    3.898305e+01     4 6 11 12 15 
      20             306    3.867642e+01    3.210661e-02    5.616114e+01    3.954802e+01     4 6 11 12 14 16 
gBest = 3.974104e+01

Iteration 12 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             286    3.760297e+01    3.811560e-02    7.701422e+01    3.333333e+01     3 5 7 9 10 11 12 13 14 15 16 
       2             330    3.921314e+01    4.535058e-02    6.824645e+01    3.163842e+01     3 5 6 7 11 14 16 17 
       3             422    3.867348e+01    4.440450e-02    5.758294e+01    3.954802e+01     3 4 5 11 17 
       4             409    3.813382e+01    4.528403e-02    5.142180e+01    3.898305e+01     4 9 11 14 16 
       5             393    3.921020e+01    4.429969e-02    5.118483e+01    3.841808e+01     3 9 10 13 16 
       6             408    3.920726e+01    4.379959e-02    6.018957e+01    4.067797e+01     3 5 6 8 10 11 16 17 
       7             259    3.707213e+01    2.511795e-02    4.478673e+01    3.107345e+01     7 9 10 11 12 14 15 17 
       8             422    3.813382e+01    4.536302e-02    5.142180e+01    3.898305e+01     4 10 11 12 15 16 
       9             422    3.867642e+01    5.041504e-02    5.639810e+01    3.954802e+01     4 5 8 11 12 15 17 
      10             332    3.813970e+01    3.445877e-02    5.142180e+01    3.898305e+01     4 7 10 14 15 
