Parameter setting:
max_iteration = 10
particle = 20
feature = 17
split data = 0.7 & 0.3
W = 0.6;
c1 = 1.2;
c2 = 1.2;
weight initialization = -1 ... 1
data normalization = -1 ... 1

Building classifier model for 3 classes...
Start at 18-Jun-2017 23:21:57
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
      19            1972    6.255930e+01    1.035118e+01    6.973832e+01    6.582403e+01     2 3 6 8 12 14 15 17 
      20            5351    6.143063e+01    1.198737e+02    7.120146e+01    6.464215e+01     3 5 6 8 9 10 13 14 16 17 
gBest = 6.347259e+01

Iteration 2 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6456    6.312069e+01    1.556473e+02    6.893641e+01    6.605384e+01     2 3 10 11 12 13 16 
       2              91    6.312952e+01    1.952366e-01    6.925999e+01    6.611950e+01     2 4 5 7 8 12 13 17 
       3            4319    6.312657e+01    6.471071e+01    7.158132e+01    6.437951e+01     2 4 5 6 7 10 12 14 17 
       4            5120    6.347259e+01    1.140415e+02    6.617895e+01    6.677610e+01     2 5 8 12 15 
       5             573    6.337020e+01    1.086817e+00    6.892234e+01    6.602101e+01     2 3 9 10 17 
       6             349    6.337020e+01    6.350659e-01    6.924592e+01    6.667761e+01     3 4 5 8 11 14 15 17 
       7            5570    6.316365e+01    1.248856e+02    6.336522e+01    6.369009e+01     2 9 10 11 13 14 15 
       8             979    6.316070e+01    2.805862e+00    6.893641e+01    6.644780e+01     3 10 13 15 17 
       9            5173    6.331665e+01    1.129441e+02    6.893641e+01    6.602101e+01     2 3 7 12 14 17 
      10            3550    6.321720e+01    3.963796e+01    6.978053e+01    6.625082e+01     3 4 5 6 12 13 15 16 
      11            1108    6.299594e+01    3.576480e+00    6.976646e+01    6.628365e+01     3 4 6 7 13 14 15 17 
      12            4545    6.327958e+01    7.208333e+01    6.895048e+01    6.618516e+01     2 3 7 14 15 16 17 
      13            3844    6.316070e+01    4.707457e+01    7.103264e+01    6.483913e+01     3 4 5 6 8 10 11 12 14 15 
      14            2210    6.330782e+01    1.302226e+01    6.948509e+01    6.569271e+01     2 3 8 9 10 11 12 14 15 17 
      15            4288    6.333901e+01    6.338047e+01    6.928813e+01    6.664478e+01     3 4 5 8 12 13 14 16 
      16            5799    6.256518e+01    1.328489e+02    7.166573e+01    6.477347e+01     2 3 6 7 10 11 13 15 16 17 
      17            3953    6.281469e+01    5.112336e+01    6.336522e+01    6.369009e+01     2 8 11 12 16 17 
      18            1972    6.324545e+01    9.718008e+00    6.930219e+01    6.654629e+01     3 4 5 8 11 15 16 17 
      19            5405    6.258755e+01    1.205447e+02    6.911930e+01    6.585686e+01     3 4 9 11 12 13 14 15 17 
      20            3970    6.255636e+01    5.284381e+01    6.917558e+01    6.582403e+01     2 3 9 11 12 13 14 15 16 
gBest = 6.347259e+01

Iteration 3 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            4096    6.312069e+01    6.641656e+01    6.722003e+01    6.536441e+01     2 5 6 7 11 12 15 17 
       2            1993    6.312952e+01    1.047796e+01    6.653067e+01    6.628365e+01     2 5 6 8 14 16 
       3            1051    6.312657e+01    3.050078e+00    6.972425e+01    6.579120e+01     2 5 6 8 9 11 12 13 15 17 
       4            5120    6.347259e+01    1.171625e+02    6.617895e+01    6.677610e+01     2 5 8 12 15 
       5            5481    6.337020e+01    1.232322e+02    6.658694e+01    6.628365e+01     2 5 6 7 10 15 
       6            6937    6.337020e+01    1.789493e+02    7.125774e+01    6.447800e+01     3 4 5 6 8 10 11 12 15 16 17 
       7            2140    6.316365e+01    1.297341e+01    7.319921e+01    6.385424e+01     3 5 6 7 8 9 10 12 15 16 
       8            7108    6.331076e+01    1.809829e+02    6.911930e+01    6.661195e+01     4 7 9 10 14 15 16 
       9            6196    6.331665e+01    1.476605e+02    6.726224e+01    6.549573e+01     2 5 6 7 9 13 14 17 
      10             809    6.321720e+01    2.054811e+00    6.893641e+01    6.644780e+01     3 9 10 12 13 14 17 
      11             228    6.314600e+01    5.260871e-01    6.985087e+01    6.644780e+01     4 5 6 7 11 12 13 14 15 17 
      12             288    6.327958e+01    5.774227e-01    6.696680e+01    6.562705e+01     2 5 6 7 9 13 15 
      13            4628    6.316070e+01    7.476917e+01    6.893641e+01    6.644780e+01     3 6 8 12 17 
      14            4368    6.330782e+01    6.932127e+01    6.719190e+01    6.529875e+01     2 5 6 7 9 14 15 
      15            2720    6.333901e+01    2.258284e+01    7.090602e+01    6.510177e+01     3 4 5 6 8 10 11 13 14 16 
      16            2088    6.256518e+01    1.152298e+01    6.985087e+01    6.536441e+01     1 3 6 12 13 17 
      17             850    6.312069e+01    1.992032e+00    6.954136e+01    6.641497e+01     2 6 7 8 10 12 13 17 
      18            5018    6.324545e+01    1.073117e+02    7.101857e+01    6.483913e+01     3 4 5 6 8 10 11 12 16 17 
      19            7000    6.331076e+01    1.798657e+02    6.911930e+01    6.661195e+01     4 7 10 14 15 16 17 
      20            1063    6.255636e+01    3.863995e+00    7.341024e+01    6.326330e+01     2 3 4 5 6 7 10 11 14 16 17 
gBest = 6.347259e+01

Iteration 4 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6169    6.334489e+01    1.480859e+02    6.902082e+01    6.664478e+01     4 5 7 10 11 15 
       2            3386    6.337314e+01    3.435891e+01    6.924592e+01    6.667761e+01     3 6 8 12 13 14 16 
       3            6051    6.312657e+01    1.437941e+02    7.030107e+01    6.625082e+01     4 5 6 7 9 11 13 17 
       4            5120    6.347259e+01    1.135687e+02    6.616488e+01    6.677610e+01     2 5 8 12 15 
       5            7108    6.337020e+01    1.806492e+02    6.902082e+01    6.664478e+01     4 5 8 9 10 12 14 
       6            7108    6.337020e+01    1.812064e+02    6.620709e+01    6.657912e+01     2 6 7 8 14 15 
       7             490    6.316365e+01    1.066209e+00    7.061058e+01    6.575837e+01     3 4 5 7 8 10 11 12 15 17 
       8              59    6.346671e+01    6.415693e-02    6.917558e+01    6.677610e+01     3 5 7 8 11 14 15 
       9            1784    6.331665e+01    8.542969e+00    6.973832e+01    6.625082e+01     4 6 7 8 11 13 14 16 17 
      10            6563    6.321720e+01    1.649644e+02    6.969612e+01    6.615233e+01     3 4 7 8 10 12 13 14 15 16 
      11            6954    6.314600e+01    1.764225e+02    7.107485e+01    6.559422e+01     3 4 5 7 8 10 12 13 16 17 
      12            1768    6.327958e+01    8.268166e+00    6.968205e+01    6.638214e+01     4 6 7 8 10 14 15 16 17 
      13            2907    6.316070e+01    2.435801e+01    6.930219e+01    6.638214e+01     3 4 6 8 9 11 14 
      14            5216    6.330782e+01    1.131255e+02    6.975239e+01    6.625082e+01     4 6 7 8 10 11 13 16 17 
      15            4373    6.333901e+01    6.804948e+01    6.622116e+01    6.661195e+01     2 6 7 8 14 16 
      16            2314    6.256518e+01    1.455852e+01    7.079347e+01    6.543007e+01     2 3 4 5 7 11 12 16 
      17             838    6.312069e+01    1.867606e+00    6.647440e+01    6.631648e+01     2 5 6 9 10 13 16 
      18            1379    6.328252e+01    4.840743e+00    6.619302e+01    6.657912e+01     2 6 7 8 14 15 
      19            4702    6.331076e+01    7.860869e+01    6.996342e+01    6.638214e+01     3 4 6 7 8 9 14 17 
      20            4280    6.336726e+01    6.194570e+01    6.928813e+01    6.667761e+01     3 4 5 8 11 12 15 16 17 
gBest = 6.347259e+01

Iteration 5 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6862    6.334489e+01    1.732937e+02    6.902082e+01    6.664478e+01     4 5 8 9 12 13 15 
       2            3339    6.337314e+01    3.365767e+01    6.893641e+01    6.644780e+01     3 6 9 15 16 
       3              73    6.323956e+01    8.547437e-02    6.893641e+01    6.654629e+01     3 5 6 9 10 11 12 13 14 15 
       4            5120    6.347259e+01    1.142963e+02    6.617895e+01    6.674327e+01     2 5 8 12 15 
       5            7035    6.340139e+01    1.817069e+02    6.928813e+01    6.671044e+01     3 5 8 9 10 13 15 16 
       6            7108    6.337020e+01    1.805950e+02    6.336522e+01    6.369009e+01     2 7 10 11 12 14 
       7            2573    6.316365e+01    1.964540e+01    7.176421e+01    6.451083e+01     3 4 5 6 7 9 11 12 13 16 
       8            6193    6.346671e+01    1.489328e+02    6.958357e+01    6.602101e+01     2 5 6 8 11 12 16 17 
       9            7108    6.331665e+01    1.806761e+02    6.900675e+01    6.661195e+01     3 5 13 16 17 
      10            1030    6.340139e+01    2.940444e+00    6.916151e+01    6.671044e+01     3 4 5 9 12 14 15 16 
      11              13    6.374152e+01    2.021926e-02    6.609454e+01    6.707157e+01     3 4 5 6 8 10 13 14 17 
      12            3169    6.334489e+01    3.016783e+01    6.899268e+01    6.664478e+01     3 5 12 13 15 16 
      13            3174    6.331371e+01    2.968385e+01    6.923185e+01    6.661195e+01     3 4 5 7 10 12 
      14            5642    6.331371e+01    1.290303e+02    6.900675e+01    6.661195e+01     3 5 11 12 16 17 
      15            1995    6.333901e+01    1.066565e+01    6.336522e+01    6.369009e+01     2 7 10 11 12 17 
      16             990    6.256518e+01    3.062819e+00    7.132808e+01    6.464215e+01     2 3 5 6 7 10 11 16 17 
      17            7108    6.343846e+01    1.810200e+02    6.617895e+01    6.674327e+01     2 5 8 12 15 17 
      18            4206    6.328252e+01    5.952439e+01    6.723410e+01    6.516743e+01     2 5 6 7 12 13 16 17 
      19            2192    6.337608e+01    1.287577e+01    6.920371e+01    6.667761e+01     3 4 5 7 15 17 
      20            3392    6.336726e+01    3.569476e+01    6.965391e+01    6.529875e+01     4 5 8 9 10 11 12 13 14 17 
gBest = 6.374152e+01

Iteration 6 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            7108    6.334489e+01    1.825095e+02    6.933033e+01    6.644780e+01     3 4 7 10 11 13 14 
       2            2004    6.337314e+01    1.120021e+01    7.006190e+01    6.605384e+01     3 4 6 8 9 11 12 13 14 16 
       3            5262    6.323956e+01    1.137039e+02    6.336522e+01    6.369009e+01     2 9 10 11 12 13 15 16 
       4            3296    6.347259e+01    3.295805e+01    6.336522e+01    6.369009e+01     2 9 10 12 13 16 
       5            3722    6.340139e+01    4.392979e+01    6.761396e+01    6.497045e+01     2 9 10 11 12 13 14 15 16 
       6            2378    6.337020e+01    1.691865e+01    7.398706e+01    6.391989e+01     3 4 6 7 8 9 10 12 13 14 15 17 
       7            6797    6.316365e+01    1.707919e+02    7.001970e+01    6.644780e+01     3 4 6 7 8 10 11 15 17 
       8            2011    6.346671e+01    1.225344e+01    7.270681e+01    6.349311e+01     2 6 7 9 10 11 12 13 14 15 16 17 
       9            5093    6.331665e+01    1.095262e+02    6.805008e+01    6.611950e+01     2 7 9 10 11 13 14 15 17 
      10            7108    6.340139e+01    1.823052e+02    7.084975e+01    6.585686e+01     3 4 5 6 7 8 15 
      11            2402    6.374152e+01    1.732632e+01    7.594260e+01    6.152331e+01     3 4 5 6 7 10 11 12 14 15 16 17 
      12            4209    6.334489e+01    5.926233e+01    6.336522e+01    6.369009e+01     2 8 16 
      13            2668    6.331371e+01    1.950160e+01    7.106078e+01    6.608667e+01     3 4 5 6 7 8 11 12 15 16 17 
      14            2469    6.331371e+01    1.655068e+01    6.336522e+01    6.369009e+01     2 8 16 
      15            6501    6.333901e+01    1.591359e+02    7.196117e+01    6.510177e+01     3 4 6 7 8 9 10 12 13 16 
      16            7108    6.280587e+01    1.795276e+02    6.940068e+01    6.608667e+01     2 3 7 9 10 11 12 14 15 
      17            5372    6.343846e+01    1.212404e+02    7.205965e+01    6.434668e+01     3 4 5 6 7 9 12 13 14 15 16 
      18            7108    6.328252e+01    1.797032e+02    6.336522e+01    6.369009e+01     2 7 8 10 11 15 
      19            6158    6.337608e+01    1.477904e+02    7.175014e+01    6.391989e+01     3 4 5 6 8 9 10 13 14 16 
      20            3306    6.336726e+01    3.635147e+01    7.032921e+01    6.641497e+01     3 5 6 7 11 14 15 16 
gBest = 6.374152e+01

Iteration 7 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            4470    6.334489e+01    7.202987e+01    6.954136e+01    6.654629e+01     3 5 6 8 11 14 15 
       2            5769    6.337314e+01    1.316993e+02    6.899268e+01    6.621799e+01     3 4 7 11 14 
       3              47    6.367620e+01    5.157510e-02    6.892234e+01    6.700591e+01     3 4 6 7 8 9 11 12 13 14 
       4            6988    6.347259e+01    1.774641e+02    6.800788e+01    6.595535e+01     2 7 9 10 12 13 14 15 16 
       5            4909    6.340139e+01    1.010876e+02    7.111705e+01    6.539724e+01     3 4 6 7 10 11 12 14 15 16 
       6            5830    6.337020e+01    1.330606e+02    6.933033e+01    6.631648e+01     3 4 6 9 11 12 14 
       7            7108    6.316365e+01    1.803845e+02    6.948509e+01    6.641497e+01     3 5 7 11 12 15 17 
       8            6206    6.346671e+01    1.455094e+02    6.893641e+01    6.644780e+01     3 6 12 14 17 
       9            6585    6.331665e+01    1.628636e+02    6.980867e+01    6.631648e+01     3 4 5 7 10 11 12 13 17 
      10            3379    6.340139e+01    3.628693e+01    7.146877e+01    6.562705e+01     3 4 5 7 8 9 10 12 13 15 17 
      11              72    6.374152e+01    8.552133e-02    6.934440e+01    6.608667e+01     3 4 5 6 8 9 12 14 15 16 17 
      12            5519    6.334489e+01    1.229175e+02    7.044176e+01    6.520026e+01     3 4 6 8 9 10 13 15 16 17 
      13             878    6.331371e+01    2.653919e+00    7.069499e+01    6.536441e+01     3 4 5 6 9 12 14 15 17 
      14            5280    6.331371e+01    1.147655e+02    6.999156e+01    6.608667e+01     3 4 6 8 9 10 12 14 17 
      15            1432    6.333901e+01    5.089239e+00    6.927406e+01    6.644780e+01     3 4 6 9 11 13 14 
      16            5478    6.280587e+01    1.214891e+02    6.717783e+01    6.536441e+01     2 5 6 7 9 10 11 
      17            4781    6.343846e+01    9.736497e+01    6.336522e+01    6.369009e+01     2 7 10 12 17 
      18            2628    6.328252e+01    1.999131e+01    7.252392e+01    6.418253e+01     3 4 5 6 7 10 11 12 15 17 
      19            5955    6.337608e+01    1.417775e+02    6.978053e+01    6.644780e+01     3 4 5 6 12 13 14 16 17 
      20            3890    6.336726e+01    4.811961e+01    6.633371e+01    6.648063e+01     2 5 7 9 12 13 16 17 
gBest = 6.374152e+01

Iteration 8 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            1937    6.334489e+01    1.003664e+01    6.947102e+01    6.552856e+01     3 4 8 9 10 11 12 13 14 15 16 
       2            7108    6.337314e+01    1.804121e+02    6.928813e+01    6.641497e+01     3 4 6 8 9 16 17 
       3            6615    6.367620e+01    1.652359e+02    6.983680e+01    6.631648e+01     3 4 6 7 12 16 17 
       4            1854    6.347259e+01    8.525686e+00    6.336522e+01    6.369009e+01     2 8 10 14 15 
       5             328    6.340139e+01    4.832177e-01    6.948509e+01    6.618516e+01     3 4 7 9 11 12 14 15 16 
       6            2288    6.337020e+01    1.430954e+01    6.987901e+01    6.625082e+01     3 4 5 8 9 12 15 16 17 
       7            1899    6.316365e+01    9.346822e+00    6.897862e+01    6.621799e+01     3 4 14 17 
       8            7108    6.346671e+01    1.839938e+02    6.916151e+01    6.585686e+01     3 8 9 10 11 12 14 16 17 
       9             819    6.331665e+01    2.501644e+00    6.976646e+01    6.605384e+01     3 4 6 9 10 11 14 15 17 
      10            7108    6.340139e+01    1.822199e+02    6.992122e+01    6.628365e+01     3 4 5 7 10 11 14 15 17 
      11            2200    6.374152e+01    1.368460e+01    7.134215e+01    6.447800e+01     3 4 5 6 9 10 13 14 15 16 17 
      12            5403    6.334489e+01    1.193468e+02    6.941474e+01    6.526592e+01     3 4 8 9 10 11 13 14 16 17 
      13            6474    6.331371e+01    1.575166e+02    6.994935e+01    6.638214e+01     3 4 5 7 8 12 13 14 15 17 
      14            6109    6.331371e+01    1.450557e+02    6.890827e+01    6.628365e+01     3 4 8 9 10 11 12 13 
      15            2592    6.333901e+01    1.905719e+01    6.986494e+01    6.628365e+01     3 4 5 8 9 13 14 15 16 
      16            3411    6.302713e+01    3.589869e+01    6.986494e+01    6.631648e+01     3 4 5 7 13 15 16 17 
      17            4458    6.343846e+01    6.824544e+01    6.336522e+01    6.369009e+01     2 7 11 12 14 
      18             855    6.328252e+01    2.419729e+00    6.966798e+01    6.641497e+01     3 4 5 6 11 13 14 17 
      19            7108    6.337608e+01    1.830990e+02    6.989308e+01    6.628365e+01     3 4 5 7 8 9 12 
      20            7108    6.336726e+01    1.822612e+02    7.056837e+01    6.497045e+01     2 5 6 7 8 10 12 13 14 
gBest = 6.374152e+01

Iteration 9 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             659    6.334489e+01    1.239866e+00    6.921778e+01    6.634931e+01     3 4 7 8 9 12 15 16 
       2            6473    6.337314e+01    1.593534e+02    7.082161e+01    6.556139e+01     3 4 6 7 9 13 14 15 16 
       3            5661    6.367620e+01    1.294640e+02    6.994935e+01    6.638214e+01     3 4 5 7 8 10 11 15 
       4            6061    6.347259e+01    1.435015e+02    6.336522e+01    6.369009e+01     2 9 12 17 
       5            4265    6.340139e+01    6.213937e+01    6.980867e+01    6.621799e+01     3 4 6 9 10 12 13 15 17 
       6            4402    6.337020e+01    6.753695e+01    7.115926e+01    6.585686e+01     3 4 5 6 7 8 11 12 15 16 17 
       7            4170    6.316365e+01    5.805808e+01    6.978053e+01    6.638214e+01     3 4 5 6 10 13 14 
       8            6541    6.346671e+01    1.616242e+02    6.930219e+01    6.667761e+01     3 4 5 8 9 10 13 14 
       9            7108    6.331665e+01    1.807313e+02    6.899268e+01    6.621799e+01     3 4 6 10 11 
      10            5766    6.340139e+01    1.314571e+02    6.924592e+01    6.667761e+01     3 4 5 7 8 
      11            5297    6.374152e+01    1.171930e+02    7.144063e+01    6.382141e+01     3 4 5 6 9 10 11 13 14 16 17 
      12            6890    6.334489e+01    1.731410e+02    6.934440e+01    6.641497e+01     3 4 6 11 12 13 17 
      13            4555    6.331371e+01    7.344186e+01    7.062465e+01    6.559422e+01     3 4 5 7 8 9 12 14 16 
      14            6579    6.331371e+01    1.624772e+02    6.899268e+01    6.621799e+01     3 4 6 10 16 
      15            7108    6.333901e+01    1.831861e+02    7.106078e+01    6.588969e+01     3 4 5 6 7 8 11 12 15 17 
      16            7108    6.302713e+01    1.798238e+02    6.899268e+01    6.621799e+01     3 4 12 16 
      17            7108    6.343846e+01    1.803746e+02    6.336522e+01    6.369009e+01     2 8 10 14 16 
      18            2587    6.328252e+01    2.068175e+01    6.336522e+01    6.369009e+01     2 10 12 16 
      19            4281    6.337608e+01    6.278188e+01    7.158132e+01    6.552856e+01     3 4 5 7 8 9 10 11 13 16 17 
      20            5537    6.336726e+01    1.229404e+02    6.982273e+01    6.621799e+01     3 4 5 7 9 10 17 
gBest = 6.374152e+01

Iteration 10 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            7108    6.334489e+01    1.813971e+02    6.893641e+01    6.644780e+01     3 7 11 15 16 17 
       2            4257    6.337314e+01    6.132670e+01    6.952729e+01    6.651346e+01     3 5 7 10 11 12 14 15 17 
       3            4434    6.367620e+01    6.649536e+01    6.971019e+01    6.631648e+01     3 4 5 6 11 12 14 
       4            6727    6.347259e+01    1.701215e+02    6.637591e+01    6.638214e+01     2 6 7 10 12 13 15 16 
       5            2172    6.340139e+01    1.190895e+01    6.893641e+01    6.644780e+01     3 4 9 
       6             468    6.337020e+01    8.014456e-01    7.059651e+01    6.539724e+01     3 4 5 7 8 9 11 12 16 
       7            2363    6.316365e+01    1.494173e+01    6.920371e+01    6.634931e+01     3 4 6 8 11 13 15 16 
       8            5743    6.346671e+01    1.296887e+02    6.982273e+01    6.648063e+01     3 4 5 6 11 14 15 16 17 
       9             217    6.331665e+01    5.083499e-01    6.896455e+01    6.644780e+01     3 4 8 9 14 16 
      10            5210    6.340139e+01    1.122502e+02    6.980867e+01    6.625082e+01     3 4 5 7 10 11 14 16 17 
      11            7108    6.374152e+01    1.805356e+02    6.986494e+01    6.667761e+01     3 4 5 6 8 9 12 16 
      12            1263    6.334489e+01    4.730805e+00    7.058244e+01    6.625082e+01     3 5 6 7 8 10 12 15 
      13            6415    6.331371e+01    1.570919e+02    7.065279e+01    6.536441e+01     3 4 5 7 8 9 11 14 16 17 
      14            6654    6.331371e+01    1.665015e+02    7.070906e+01    6.621799e+01     3 5 6 7 8 10 11 16 17 
      15            5897    6.333901e+01    1.363975e+02    7.066685e+01    6.546290e+01     3 4 5 7 8 9 11 13 15 17 
      16            2559    6.305832e+01    1.951431e+01    6.980867e+01    6.634931e+01     3 4 5 7 8 10 12 17 
      17            7108    6.343846e+01    1.819621e+02    6.619302e+01    6.657912e+01     2 6 8 9 10 12 13 
      18            5234    6.328252e+01    1.121643e+02    6.952729e+01    6.628365e+01     2 6 7 8 10 11 12 15 
      19             513    6.337608e+01    9.459023e-01    6.983680e+01    6.634931e+01     3 4 5 7 8 12 13 14 16 
      20            1913    6.336726e+01    9.948986e+00    7.045582e+01    6.625082e+01     3 5 6 7 10 11 14 
gBest = 6.374152e+01
Finish at 19-Jun-2017 04:36:10
