Building classifier model for 3 classes...
Start at 20-Jun-2017 14:57:00
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       3             177    5.628345e+01    1.490755e-02    7.523810e+01    5.921788e+01     2 3 4 8 10 14 16 17 
       4             169    5.947663e+01    1.321878e-02    6.285714e+01    6.145251e+01     6 7 9 11 12 15 
       5             219    5.948546e+01    4.041551e-02    6.238095e+01    6.256983e+01     5 14 15 
       6             170    5.948252e+01    1.661094e-02    6.238095e+01    6.256983e+01     7 8 10 16 
       7             151    5.948546e+01    1.421058e-02    6.238095e+01    6.256983e+01     9 10 12 13 17 
       8             420    5.789328e+01    4.742656e-02    7.595238e+01    5.921788e+01     2 3 5 13 
       9             372    5.948546e+01    3.813862e-02    6.928571e+01    5.363128e+01     4 6 11 14 15 17 
      10             260    5.948546e+01    3.049901e-02    6.261905e+01    6.256983e+01     5 7 9 12 16 17 
      11             306    5.948840e+01    2.786384e-02    6.809524e+01    5.307263e+01     5 7 10 11 13 15 16 
      12             420    5.947369e+01    4.404870e-02    6.976190e+01    5.474860e+01     5 6 8 10 12 13 15 16 
      13             361    5.948546e+01    3.741957e-02    6.285714e+01    6.145251e+01     6 10 11 13 14 15 
      14             134    6.053515e+01    1.154151e-02    6.261905e+01    6.256983e+01     5 8 9 11 13 16 17 
      15             119    5.948546e+01    8.623322e-03    6.261905e+01    6.256983e+01     5 7 9 12 16 17 
      16             333    6.053515e+01    3.541076e-02    6.904762e+01    5.977654e+01     4 8 10 11 12 13 16 17 
      17             420    5.947369e+01    4.344535e-02    6.642857e+01    5.921788e+01     4 9 10 12 13 14 16 
      18             362    5.948252e+01    3.854604e-02    6.809524e+01    5.307263e+01     5 7 9 10 14 15 16 
      19              64    5.948840e+01    6.135568e-03    6.809524e+01    5.418994e+01     5 7 10 11 13 15 16 17 
      20             294    6.053515e+01    2.967920e-02    8.119048e+01    5.027933e+01     5 6 7 8 9 11 12 14 15 16 
gBest = 6.053515e+01

Iteration 4 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             420    5.948546e+01    5.143732e-02    6.642857e+01    5.921788e+01     4 8 11 15 
       2             239    5.948252e+01    2.210428e-02    6.809524e+01    5.307263e+01     5 7 11 12 14 15 16 17 
       3             420    5.628345e+01    5.427123e-02    7.666667e+01    5.642458e+01     2 4 8 9 10 11 13 14 15 16 
       4             183    5.947663e+01    1.462858e-02              70    5.698324e+01     5 6 8 9 10 13 14 17 
       5             255    5.948546e+01    2.914955e-02    6.261905e+01    6.256983e+01     5 13 14 15 17 
       6             420    5.948252e+01    5.341223e-02    7.071429e+01    5.698324e+01     7 8 9 10 11 14 15 17 
       7             344    5.948546e+01    3.481923e-02    6.238095e+01    6.256983e+01     8 9 10 13 14 16 17 
       8             336    5.789328e+01    3.654221e-02    7.785714e+01    5.195531e+01     2 4 6 10 11 14 15 17 
       9              84    5.948546e+01    7.335749e-03    7.761905e+01    5.754190e+01     4 7 9 12 13 14 15 16 17 
      10             394    5.948546e+01    5.421836e-02    6.261905e+01    6.256983e+01     5 7 10 14 15 
      11             390    5.948840e+01    5.532990e-02    6.261905e+01    6.256983e+01     5 7 11 14 17 
      12               2    5.947369e+01    2.360863e-03    6.238095e+01    6.256983e+01     5 6 7 9 10 11 13 17 
      13             357    5.948546e+01    4.812415e-02    6.285714e+01    6.145251e+01     6 9 10 11 13 14 16 
      14              97    6.053515e+01    1.124419e-02    6.238095e+01    6.256983e+01     7 9 14 15 17 
      15             271    5.948546e+01    2.960766e-02    6.261905e+01    6.256983e+01     5 7 10 14 15 
      16              91    6.053515e+01    7.494674e-03    7.214286e+01    4.469274e+01     5 6 7 9 10 12 14 16 
      17             267    5.947369e+01    2.622078e-02    7.833333e+01    5.586592e+01     4 7 8 9 10 13 14 16 17 
      18             339    5.948252e+01    3.841044e-02    6.809524e+01    5.418994e+01     5 7 9 11 13 14 15 17 
      19             239    5.948840e+01    2.171987e-02    6.261905e+01    6.256983e+01     5 7 11 14 16 
      20             243    6.053515e+01    2.702878e-02    7.238095e+01    5.418994e+01     5 6 7 9 10 14 16 
gBest = 6.053515e+01

Iteration 5 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             347    5.948546e+01    3.873824e-02    6.642857e+01    5.921788e+01     4 8 11 12 16 17 
       2             420    5.948252e+01    6.177492e-02    6.261905e+01    6.256983e+01     5 7 11 12 14 16 
       3             148    5.628345e+01    1.404762e-02    7.261905e+01    5.474860e+01     3 4 7 8 9 10 11 13 
       4             420    6.053515e+01    4.246132e-02    6.547619e+01    6.368715e+01     5 6 9 12 14 17 
       5             283    5.948546e+01    2.995506e-02    6.238095e+01    6.256983e+01     5 8 12 17 
       6             122    5.948252e+01    1.068220e-02    7.714286e+01    5.474860e+01     6 7 9 10 12 13 14 16 17 
       7             304    5.948546e+01    3.352637e-02    6.238095e+01    6.256983e+01     6 8 9 10 16 
       8             187    5.789328e+01    1.685944e-02    7.190476e+01    5.921788e+01     2 8 9 10 11 15 16 
       9             103    5.948546e+01    7.986689e-03    7.238095e+01    5.418994e+01     5 6 7 9 11 13 17 
      10             265    5.948546e+01    2.593839e-02    6.809524e+01    5.307263e+01     5 7 11 12 13 14 16 
      11              23    5.948840e+01    2.792853e-03    6.857143e+01    5.083799e+01     5 7 11 13 15 16 17 
      12             420    6.052926e+01    5.322469e-02    6.547619e+01    6.368715e+01     5 6 10 11 14 15 16 17 
      13              49    5.948546e+01    5.039576e-03    6.952381e+01    5.474860e+01     6 7 8 10 11 13 17 
      14             420    6.053515e+01    4.426517e-02    6.214286e+01    5.810056e+01     7 8 9 10 12 15 17 
      15             200    5.948546e+01    1.630740e-02    6.809524e+01    5.307263e+01     5 7 11 12 13 14 16 
      16             148    6.053515e+01    1.088186e-02    6.547619e+01    6.368715e+01     5 6 9 11 12 16 
      17             420    5.947369e+01    5.406970e-02    7.857143e+01    4.860335e+01     5 6 7 9 11 12 13 14 15 16 
      18             405    5.948252e+01    6.249864e-02    6.809524e+01    5.418994e+01     5 7 10 11 13 14 17 
      19             171    5.948840e+01    1.604522e-02    6.809524e+01    5.418994e+01     5 7 11 13 15 16 17 
      20             399    6.053515e+01    4.720450e-02    6.547619e+01    6.368715e+01     5 6 9 12 13 14 15 
gBest = 6.053515e+01

Iteration 6 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             118    5.948546e+01    1.085170e-02    7.261905e+01    5.418994e+01     6 7 8 9 10 11 15 16 
       2             122    5.948252e+01    1.238870e-02    6.238095e+01    6.256983e+01     5 9 13 
       3             409    5.628345e+01    4.653584e-02    7.714286e+01    5.418994e+01     2 4 5 13 14 15 16 17 
       4             301    6.053515e+01    3.279021e-02    8.261905e+01    4.636872e+01     5 7 8 9 10 11 13 14 15 16 17 
       5             374    5.948546e+01    5.423329e-02    6.238095e+01    6.256983e+01     6 7 8 10 
       6             224    5.948252e+01    2.287931e-02    6.285714e+01    6.145251e+01     6 9 10 13 16 17 
       7             240    5.948546e+01    2.882952e-02    6.238095e+01    6.256983e+01     7 8 9 13 15 16 
       8             233    5.789328e+01    3.150357e-02    8.595238e+01    4.022346e+01     2 3 5 7 8 9 10 11 13 16 
       9             345    6.053221e+01    3.610804e-02    6.547619e+01    6.368715e+01     5 6 8 9 15 16 17 
      10             379    5.948546e+01    4.367332e-02    6.238095e+01    6.256983e+01     5 9 12 17 
      11               8    5.948840e+01    2.046745e-03    6.261905e+01    6.256983e+01     5 10 11 12 13 14 16 
      12             238    6.052926e+01    2.544669e-02    6.261905e+01    6.256983e+01     5 7 8 15 16 
      13             286    5.948546e+01    2.660737e-02    6.285714e+01    6.145251e+01     6 8 10 11 14 16 
      14              78    6.053515e+01    7.495296e-03    7.214286e+01    4.748603e+01     5 6 7 9 10 11 16 17 
      15             306    5.948546e+01    2.790458e-02    6.238095e+01    6.256983e+01     5 9 12 17 
      16             403    6.053515e+01    5.655247e-02    6.547619e+01    6.368715e+01     5 6 8 9 12 14 17 
      17             420    5.947369e+01    5.922248e-02    7.047619e+01    5.474860e+01     6 7 9 11 14 15 16 17 
      18             349    5.948252e+01    3.761643e-02    6.261905e+01    6.256983e+01     5 10 11 15 17 
      19             420    5.948840e+01    6.323448e-02    6.261905e+01    6.256983e+01     5 10 11 12 13 14 17 
      20             381    6.053515e+01    4.673768e-02    6.809524e+01    5.307263e+01     5 7 8 11 12 14 15 
gBest = 6.053515e+01

Iteration 7 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             221    5.948546e+01    2.257826e-02    6.285714e+01    6.145251e+01     6 8 9 10 11 15 
       2               3    6.159366e+01    2.549334e-03    6.190476e+01    6.480447e+01     5 7 11 13 15 16 17 
       3             420    5.628345e+01    4.633430e-02    8.119048e+01    5.307263e+01     2 4 7 8 9 10 12 13 16 17 
       4             420    6.053515e+01    4.193634e-02    6.547619e+01    6.368715e+01     5 6 9 10 11 12 13 15 
       5             415    5.948546e+01    6.247562e-02    6.261905e+01    6.256983e+01     5 9 10 11 13 14 15 
       6             381    5.948252e+01    4.814717e-02    6.238095e+01    6.256983e+01     6 7 9 13 14 
       7             319    5.948546e+01    4.436469e-02    6.238095e+01    6.256983e+01     6 8 10 12 13 
       8             234    5.789328e+01    2.950410e-02    7.809524e+01    5.698324e+01     2 4 5 8 9 10 12 14 17 
       9             324    6.053515e+01    4.371655e-02    6.547619e+01    6.368715e+01     5 6 9 11 13 16 
      10             420    5.948546e+01    4.805604e-02    6.809524e+01    5.307263e+01     5 7 11 12 15 16 17 
      11             206    5.948840e+01    2.130934e-02    6.238095e+01    6.256983e+01     5 7 11 17 
      12             254    6.052926e+01    3.061906e-02    7.666667e+01    5.530726e+01     5 6 9 10 12 13 14 15 17 
      13             353    5.948546e+01    4.079400e-02    6.285714e+01    6.145251e+01     6 7 8 11 15 17 
      14             420    6.053515e+01    5.371390e-02    6.642857e+01    5.921788e+01     4 7 8 15 16 17 
      15             353    5.948546e+01    4.797611e-02    6.809524e+01    5.307263e+01     5 7 11 12 15 16 17 
      16              33    6.053515e+01    3.326232e-03    7.214286e+01    5.977654e+01     5 6 7 8 13 14 15 16 
      17             159    5.947369e+01    1.242602e-02    6.261905e+01    6.256983e+01     5 9 10 14 15 17 
      18             406    5.948252e+01    6.134822e-02    6.261905e+01    6.256983e+01     5 7 13 14 16 
      19             156    5.948840e+01    1.777722e-02    6.238095e+01    6.256983e+01     5 7 11 17 
      20             274    6.053515e+01    3.142395e-02    6.547619e+01    6.368715e+01     5 6 9 10 15 16 
gBest = 6.159366e+01

Iteration 8 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             170    5.948546e+01    1.613946e-02    7.904762e+01    5.474860e+01     6 7 8 9 11 12 13 16 17 
       2             136    6.159366e+01    1.195266e-02    6.809524e+01    5.418994e+01     5 7 8 11 14 15 16 
       3              59    5.628345e+01    4.951560e-03    6.785714e+01    5.921788e+01     3 8 10 11 12 13 14 15 17 
       4             255    6.053515e+01    3.315813e-02    7.190476e+01    5.195531e+01     5 7 8 9 11 13 14 16 
       5             313    5.948546e+01    3.174927e-02    6.809524e+01    5.307263e+01     5 7 9 12 15 16 17 
       6             354    5.948252e+01    4.955324e-02              75    5.698324e+01     5 8 9 11 12 13 14 15 17 
       7             322    5.948546e+01    4.247158e-02    6.261905e+01    6.256983e+01     5 8 10 12 15 16 
       8             420    5.789328e+01    4.845227e-02    7.380952e+01    5.083799e+01     4 5 7 8 9 11 12 14 
       9             331    6.053515e+01    4.187071e-02    6.928571e+01    5.530726e+01     5 7 10 11 12 14 15 17 
      10             420    5.948546e+01    5.977452e-02    6.261905e+01    6.256983e+01     5 7 8 14 16 
      11             239    5.948840e+01    2.538417e-02    8.285714e+01    4.357542e+01     5 7 9 10 11 12 13 14 15 17 
      12             420    6.052926e+01    6.252103e-02    6.238095e+01    6.256983e+01     5 6 11 
      13             382    5.948546e+01    3.882035e-02    6.619048e+01    5.754190e+01     5 8 9 10 11 12 15 16 
      14              20    6.053515e+01    2.931563e-03    6.642857e+01    6.256983e+01     5 6 7 8 12 13 14 15 16 
      15             420    5.948546e+01    6.363724e-02    6.261905e+01    6.256983e+01     5 7 8 14 16 
      16             265    6.053515e+01    3.630149e-02    6.238095e+01    6.256983e+01     5 6 9 11 
      17             102    5.947369e+01    9.003996e-03    6.809524e+01    5.307263e+01     5 7 8 13 14 16 17 
      18              62    5.948252e+01    5.785995e-03    7.738095e+01    5.307263e+01     5 7 9 10 11 12 13 14 15 16 17 
      19             259    5.948840e+01    2.801375e-02    8.333333e+01    4.134078e+01     5 7 9 10 11 12 13 14 15 17 
      20             418    6.053515e+01    4.875550e-02    7.190476e+01    5.251397e+01     5 7 8 9 10 11 13 15 
gBest = 6.159366e+01

Iteration 9 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             383    5.948546e+01    6.257608e-02    6.261905e+01    6.256983e+01     5 8 13 14 15 17 
       2             420    6.159366e+01    4.194909e-02    6.809524e+01    5.307263e+01     5 7 8 11 13 14 16 
       3             356    5.628345e+01    3.876685e-02    7.547619e+01    4.413408e+01     3 5 6 7 13 14 17 
       4               0    6.053515e+01    2.786322e-03    6.238095e+01    6.256983e+01     5 7 8 10 12 13 
       5              76    5.948546e+01    5.562380e-03    6.261905e+01    6.256983e+01     5 8 13 14 15 16 
       6             252    5.948252e+01    2.382073e-02    7.261905e+01    5.418994e+01     6 7 8 10 11 12 14 15 16 
       7             342    5.948546e+01    3.303591e-02    6.285714e+01    6.145251e+01     6 7 9 11 13 16 
       8             204    5.789328e+01    2.101451e-02              80    4.413408e+01     3 5 6 9 13 14 15 16 17 
       9              65    6.053515e+01    6.016763e-03    6.904762e+01    5.418994e+01     5 7 10 12 14 16 17 
      10             176    5.948546e+01    1.309189e-02    6.261905e+01    6.256983e+01     5 8 9 10 11 13 17 
      11             348    5.948840e+01    3.444446e-02              75    5.698324e+01     5 8 9 10 12 13 15 16 17 
      12             151    6.052926e+01    1.168240e-02    6.809524e+01    5.307263e+01     5 7 8 9 10 14 15 
      13             356    5.948546e+01    4.021553e-02    8.214286e+01    4.189944e+01     6 7 8 9 10 12 13 15 16 17 
      14             168    6.053515e+01    1.452563e-02    7.880952e+01    5.251397e+01     5 7 8 9 12 13 14 15 17 
      15             139    5.948546e+01    1.025549e-02    6.261905e+01    6.256983e+01     5 8 9 10 11 13 17 
      16              16    6.053515e+01    3.049124e-03    6.571429e+01    5.977654e+01     5 6 10 12 16 17 
      17              25    5.947369e+01    4.035331e-03    6.952381e+01    5.418994e+01     5 7 8 9 11 14 15 17 
      18             420    5.948252e+01    4.645902e-02    6.619048e+01    5.754190e+01     5 8 9 10 11 12 14 16 
      19             420    5.948840e+01    5.387625e-02              75    5.642458e+01     5 8 9 10 12 13 15 16 17 
      20              19    6.053515e+01    3.152378e-03    6.261905e+01    6.256983e+01     5 7 8 9 11 17 
gBest = 6.159366e+01

Iteration 10 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             283    5.948546e+01    2.954049e-02              75    5.698324e+01     5 8 9 10 11 12 13 15 17 
       2             218    6.159366e+01    1.868381e-02    6.809524e+01    5.307263e+01     5 7 9 10 11 12 16 
       3             420    5.628345e+01    5.137854e-02    7.166667e+01    5.139665e+01     3 4 6 14 15 16 17 
       4             315    6.053515e+01    3.279923e-02    6.261905e+01    6.256983e+01     5 7 8 14 15 
       5             327    5.948546e+01    3.694124e-02    6.238095e+01    6.256983e+01     5 11 
       6              80    5.948252e+01    7.983268e-03    6.238095e+01    6.256983e+01     6 7 11 12 
       7              28    5.948546e+01    3.782481e-03    6.285714e+01    6.145251e+01     6 8 11 12 14 16 17 
       8             420    5.789328e+01    5.088000e-02    7.595238e+01    4.357542e+01     3 4 6 7 9 13 15 17 
       9             137    6.053515e+01    1.021320e-02    6.261905e+01    6.256983e+01     5 7 10 11 14 17 
      10             108    5.948546e+01    7.853577e-03    6.261905e+01    6.256983e+01     5 8 11 13 16 
      11             420    5.948840e+01    7.096552e-02    6.261905e+01    6.256983e+01     5 8 12 13 16 
      12             420    6.052926e+01    4.240347e-02    6.809524e+01    5.307263e+01     5 7 8 10 12 15 17 
      13             420    5.948546e+01    4.213663e-02    6.285714e+01    6.145251e+01     6 7 9 11 13 15 
      14              85    6.053515e+01    6.537080e-03    6.261905e+01    6.256983e+01     5 8 10 11 16 
      15              51    5.948546e+01    5.208453e-03    6.261905e+01    6.256983e+01     5 8 11 13 16 
      16             186    6.053515e+01    1.898269e-02    8.142857e+01    4.581006e+01     5 7 8 9 10 11 13 14 15 16 17 
      17               5    5.947369e+01    2.312034e-03              65    6.201117e+01     5 7 8 9 12 13 15 16 17 
      18             285    5.948252e+01    2.849083e-02    6.261905e+01    6.256983e+01     5 8 11 12 13 14 16 
      19              67    5.948840e+01    6.152363e-03    6.261905e+01    6.256983e+01     5 8 12 13 16 17 
      20             111    6.053515e+01    8.233629e-03    6.261905e+01    6.256983e+01     5 7 8 10 17 
gBest = 6.159366e+01

Iteration 11 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             366    5.948546e+01    5.511189e-02    6.619048e+01    5.754190e+01     5 8 10 11 14 15 16 17 
       2             420    6.159366e+01    7.904769e-02    6.261905e+01    6.256983e+01     5 8 9 16 17 
       3              26    5.628345e+01    3.136828e-03    7.047619e+01    5.698324e+01     3 4 6 7 10 11 12 13 16 
       4             313    6.053515e+01    3.678200e-02    6.261905e+01    6.256983e+01     5 7 8 15 16 17 
       5             368    5.948546e+01    4.004883e-02    6.261905e+01    6.256983e+01     5 11 12 15 16 
       6             234    5.948252e+01    2.681139e-02    6.285714e+01    6.145251e+01     6 7 9 11 15 16 
       7             175    5.948546e+01    1.722643e-02    6.285714e+01    6.145251e+01     6 8 9 10 12 13 16 
       8             256    5.789328e+01    2.965525e-02    7.190476e+01    5.921788e+01     2 8 13 15 
       9             118    6.053515e+01    9.435676e-03    7.214286e+01    5.307263e+01     5 7 8 9 11 12 13 17 
      10             378    5.948546e+01    5.662743e-02    6.238095e+01    6.256983e+01     5 8 13 17 
      11             311    5.948840e+01    3.051239e-02    6.261905e+01    6.256983e+01     5 9 10 11 12 13 14 
      12             395    6.052926e+01    4.822430e-02    6.809524e+01    5.418994e+01     5 7 9 12 13 14 16 17 
      13             420    5.948546e+01    5.266270e-02    6.285714e+01    6.145251e+01     6 7 8 14 16 17 
      14             420    6.053515e+01    4.814779e-02    6.809524e+01    5.307263e+01     5 7 8 10 11 13 14 
      15             326    5.948546e+01    2.982164e-02    6.238095e+01    6.256983e+01     5 8 13 17 
      16             420    6.053515e+01    5.462516e-02    7.214286e+01    5.363128e+01     5 7 8 9 10 11 14 16 
      17             420    5.947369e+01    6.546348e-02    6.261905e+01    6.256983e+01     5 9 10 12 13 15 
      18             397    5.948252e+01    6.548929e-02    6.261905e+01    6.256983e+01     5 9 10 11 12 13 15 
      19             249    5.948840e+01    2.336449e-02    6.261905e+01    6.256983e+01     5 9 10 11 12 13 14 
      20             388    6.053515e+01    5.116612e-02    6.809524e+01    5.307263e+01     5 7 9 11 12 14 15 16 
gBest = 6.159366e+01

Iteration 12 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             156    5.948546e+01    2.418368e-02    6.238095e+01    6.256983e+01     5 15 16 
       2             287    6.159366e+01    2.679646e-02    6.261905e+01    6.256983e+01     5 8 11 14 15 
       3             359    5.628345e+01    3.735488e-02    7.738095e+01    5.307263e+01     2 3 6 14 15 16 17 
       4              34    6.053515e+01    4.016359e-03    6.571429e+01    6.033520e+01     5 6 11 13 14 15 16 17 
       5             345    5.948546e+01    3.538215e-02    6.285714e+01    6.145251e+01     6 7 9 12 13 17 
       6              31    5.948252e+01    3.098263e-03    6.214286e+01    5.810056e+01     7 8 10 11 12 16 17 
       7             369    5.948546e+01    4.560188e-02    6.238095e+01    6.256983e+01     8 9 10 12 13 16 17 
       8             300    5.789328e+01    3.879858e-02    8.333333e+01    4.245810e+01     2 3 4 6 7 9 14 15 
       9             420    6.053515e+01    5.383582e-02    6.976190e+01    5.418994e+01     5 6 8 11 12 14 15 16 17 
      10             109    5.948546e+01    7.917023e-03    6.261905e+01    6.256983e+01     5 10 14 15 16 17 
      11             258    5.948840e+01    2.355793e-02    6.261905e+01    6.256983e+01     5 11 13 14 15 
      12             420    6.052926e+01    5.350086e-02    6.809524e+01    5.307263e+01     5 7 8 9 13 16 17 
      13             253    5.948546e+01    3.269846e-02    6.238095e+01    6.256983e+01     6 11 12 13 17 
      14             404    6.053515e+01    5.711384e-02    6.261905e+01    6.256983e+01     5 6 7 14 15 
      15              10    5.948546e+01    2.717900e-03    6.261905e+01    6.256983e+01     5 10 14 15 16 17 
      16             420    6.053515e+01    4.503802e-02    7.238095e+01    5.363128e+01     5 6 7 12 13 15 16 17 
      17             268    5.947369e+01    2.715225e-02    7.880952e+01    5.363128e+01     6 7 8 9 10 12 14 15 17 
      18             326    5.948252e+01    3.010870e-02    6.238095e+01    6.256983e+01     5 11 13 16 
      19             146    5.948840e+01    1.327476e-02    6.261905e+01    6.256983e+01     5 11 13 14 15 
