Parameter setting:
max_iteration = 10
particle = 20
feature = 17
split data = 0.7 & 0.3
W = 0.6;
c1 = 1.2;
c2 = 1.2;
weight initialization = -1 ... 1
data normalization = -1 ... 1

Building classifier model for 6 classes...
Start at 19-Jun-2017 09:05:02
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6732    3.503701e+01    1.854062e+02    5.842475e+01    3.685940e+01     2 5 6 7 9 10 12 13 14 15 
       2            3776    4.285984e+01    5.277960e+01    4.766526e+01    4.507227e+01     3 10 11 
       3            4126    3.525548e+01    6.515060e+01    5.796062e+01    3.708936e+01     2 5 6 7 8 10 11 12 15 17 
       4            4892    4.031721e+01    1.121418e+02    4.980309e+01    4.241130e+01     2 4 7 9 10 14 16 17 
       5             612    4.281980e+01    1.257607e+00    4.767932e+01    4.503942e+01     4 9 11 13 14 16 
       6            4473    3.725579e+01    8.130372e+01    5.466948e+01    3.919185e+01     2 5 6 7 9 10 11 15 17 
       7            5945    4.051917e+01    1.528774e+02    5.909986e+01    3.761498e+01     3 4 5 6 7 8 10 11 13 16 
       8             524    4.285984e+01    8.998557e-01    4.766526e+01    4.507227e+01     3 10 15 
       9            6777    4.012701e+01    1.919820e+02    4.912799e+01    4.221419e+01     4 9 10 11 12 13 15 16 17 
      10            2787    4.278859e+01    2.752006e+01    4.767932e+01    4.500657e+01     4 9 12 14 16 17 
      11            7110    4.116573e+01    2.030255e+02    4.852321e+01    4.329829e+01     3 4 6 9 12 13 
      12            6053    4.278859e+01    1.548193e+02    4.812940e+01    4.471091e+01     4 5 8 10 11 14 15 17 
      13            2023    4.063518e+01    1.251650e+01    5.175809e+01    4.060447e+01     3 4 7 8 9 10 13 14 15 16 17 
      14            6608    4.279448e+01    1.827639e+02    4.815752e+01    4.457950e+01     4 5 9 12 13 14 15 17 
      15             287    3.847000e+01    6.466829e-01    5.340366e+01    4.047306e+01     2 5 6 7 8 12 13 14 15 16 
      16            6151    4.282569e+01    1.655179e+02    4.815752e+01    4.457950e+01     4 5 9 10 12 13 17 
      17            5817    4.278565e+01    1.468922e+02    4.767932e+01    4.500657e+01     4 9 10 11 13 15 16 
      18            3984    3.888748e+01    6.146294e+01    5.637131e+01    3.866623e+01     2 3 5 6 7 9 13 16 
      19             558    3.650089e+01    1.211838e+00    5.613221e+01    3.840342e+01     2 5 6 7 9 10 12 13 14 15 17 
      20            3223    4.279448e+01    3.540277e+01    4.769339e+01    4.500657e+01     4 7 9 13 
gBest = 4.285984e+01

Iteration 2 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6954    4.228337e+01    1.966884e+02    4.818565e+01    4.448095e+01     3 4 8 11 12 14 16 17 
       2            2149    4.285984e+01    1.510847e+01    4.766526e+01    4.507227e+01     3 10 13 14 16 
       3            6156    4.224922e+01    1.661162e+02    4.818565e+01    4.444809e+01     3 4 8 10 11 13 15 16 17 
       4            6541    4.222683e+01    1.848184e+02    4.805907e+01    4.441524e+01     3 4 7 9 11 16 
       5            5911    4.281980e+01    1.539748e+02    4.897328e+01    4.339685e+01     4 5 7 9 12 14 15 16 
       6             179    4.221801e+01    2.682290e-01    4.815752e+01    4.441524e+01     3 4 8 11 12 14 15 16 17 
       7             960    4.051917e+01    3.339550e+00    5.022504e+01    4.208279e+01     3 4 6 7 12 13 14 15 16 
       8            2426    4.285984e+01    1.980987e+01    4.766526e+01    4.507227e+01     3 10 15 
       9             783    4.138125e+01    2.074910e+00    4.893108e+01    4.352825e+01     4 5 7 9 11 12 14 
      10            5932    4.278859e+01    1.510252e+02    4.902954e+01    4.342970e+01     4 5 7 9 13 14 15 17 
      11            2939    4.116573e+01    2.853546e+01    5.187060e+01    4.093298e+01     3 6 7 8 9 11 14 15 16 17 
      12            6781    4.278859e+01    1.951756e+02    4.929677e+01    4.310118e+01     4 5 7 8 10 11 12 15 
      13            7110    4.063518e+01    2.026716e+02    5.607595e+01    3.961892e+01     3 5 6 8 9 10 11 12 13 15 17 
      14            1345    4.279448e+01    5.540677e+00    4.902954e+01    4.352825e+01     4 5 7 9 10 11 14 15 
      15            6910    4.222389e+01    1.889707e+02    4.805907e+01    4.441524e+01     3 4 8 10 13 14 16 
      16            4352    4.282569e+01    7.151688e+01    4.918425e+01    4.375821e+01     4 5 7 8 13 14 15 17 
      17             418    4.278565e+01    6.705174e-01    4.890295e+01    4.392247e+01     4 5 7 9 11 13 14 15 
      18            3645    3.897522e+01    4.882052e+01    5.167370e+01    4.099869e+01     2 4 6 7 8 11 12 16 
      19            7110    4.228337e+01    2.000222e+02    4.818565e+01    4.448095e+01     3 4 8 11 12 14 16 17 
      20            2867    4.279448e+01    2.678037e+01    4.810127e+01    4.461235e+01     4 5 7 8 10 14 
gBest = 4.285984e+01

Iteration 3 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6143    4.228337e+01    1.633123e+02    5.005626e+01    4.178712e+01     4 7 8 9 10 11 12 14 17 
       2            5226    4.285984e+01    1.222900e+02    4.766526e+01    4.503942e+01     3 10 11 15 16 17 
       3            7110    4.253304e+01    2.001199e+02    4.828411e+01    4.474376e+01     4 7 8 9 10 13 14 16 
       4            6373    4.262667e+01    1.689289e+02    4.765120e+01    4.484231e+01     4 7 9 10 11 13 15 16 
       5            7110    4.281980e+01    1.915051e+02    5.040788e+01    4.204993e+01     4 5 8 10 11 12 13 14 15 16 17 
       6            3542    4.221801e+01    4.549355e+01    5.080169e+01    4.172142e+01     4 7 8 9 10 11 12 15 16 17 
       7             528    4.051917e+01    1.120808e+00    4.935302e+01    4.260841e+01     2 4 10 11 14 
       8            1080    4.285984e+01    3.445412e+00    4.766526e+01    4.503942e+01     3 10 12 14 15 17 
       9            6747    4.138125e+01    1.835166e+02    4.831224e+01    4.349540e+01     3 6 10 11 14 16 
      10            2951    4.278859e+01    2.981855e+01    4.805907e+01    4.461235e+01     4 5 8 10 11 12 14 16 17 
      11            7110    4.238288e+01    1.998930e+02    4.810127e+01    4.457950e+01     3 5 8 10 15 16 
      12            5466    4.278859e+01    1.332435e+02    4.824191e+01    4.362681e+01     4 6 8 9 10 15 16 
      13            6718    4.063518e+01    1.898710e+02    6.616034e+01    3.544678e+01     3 4 5 6 7 10 11 12 13 14 15 16 
      14            6520    4.279448e+01    1.726725e+02    4.825598e+01    4.362681e+01     4 6 9 13 14 15 17 
      15            3478    4.222389e+01    4.235139e+01    4.980309e+01    4.218134e+01     4 7 8 9 10 11 15 16 17 
      16            5185    4.282569e+01    1.217659e+02    4.829817e+01    4.359396e+01     4 6 9 10 11 13 
      17            4657    4.278565e+01    8.787807e+01    4.814346e+01    4.471091e+01     4 5 8 9 12 13 15 16 
      18             305    3.897522e+01    5.215597e-01    5.091421e+01    4.076873e+01     3 7 8 9 10 12 13 14 15 16 17 
      19            5423    4.228337e+01    1.317443e+02    5.004219e+01    4.185283e+01     4 7 8 9 10 11 12 14 17 
      20            7110    4.279448e+01    2.017236e+02    4.815752e+01    4.457950e+01     4 5 7 10 12 
gBest = 4.285984e+01

Iteration 4 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6518    4.228337e+01    1.722857e+02    4.984529e+01    4.280552e+01     3 5 7 8 10 11 14 16 
       2            2613    4.285984e+01    2.180734e+01    4.766526e+01    4.503942e+01     3 10 11 13 15 17 
       3            1428    4.253304e+01    5.529907e+00    4.779184e+01    3.810775e+01     5 6 9 11 14 15 
       4            1033    4.262667e+01    1.578042e+01    4.701828e+01    4.346255e+01     5 7 8 10 16 17 
       5            4949    4.281980e+01    1.125860e+02    4.828411e+01    4.359396e+01     4 6 8 10 11 12 15 16 
       6            7095    4.221801e+01    1.996814e+02    4.988748e+01    4.270696e+01     3 5 7 8 10 11 14 15 
       7            6714    4.051917e+01    1.837396e+02    4.739803e+01    4.204993e+01     2 5 11 14 17 
       8            1085    4.285984e+01    3.501756e+00    4.766526e+01    4.503942e+01     3 10 12 14 16 17 
       9            3534    4.138125e+01    4.435483e+01    5.313643e+01    4.132720e+01     4 5 6 9 11 12 14 16 17 
      10            7110    4.278859e+01    2.014890e+02    4.825598e+01    4.359396e+01     4 6 8 10 11 15 17 
      11            3747    4.281686e+01    5.155557e+01    4.776371e+01    4.503942e+01     3 7 9 11 12 13 16 
      12            3555    4.278859e+01    4.447513e+01    4.933896e+01    4.379106e+01     4 6 7 8 9 12 15 17 
      13             222    4.153730e+01    3.885739e-01    4.853727e+01    4.369251e+01     3 4 5 8 10 12 15 
      14            3089    4.279448e+01    3.238330e+01    4.909986e+01    4.362681e+01     4 6 7 9 12 15 16 
      15            3769    4.222389e+01    4.985759e+01    4.973277e+01    4.319974e+01     3 5 7 8 10 11 12 14 17 
      16            4403    4.282569e+01    7.455821e+01    5.147679e+01    4.106439e+01     4 6 7 9 10 12 13 14 16 
      17            5393    4.278565e+01    1.291642e+02    4.992968e+01    4.152431e+01     4 6 8 9 12 13 14 15 17 
      18            2213    4.022358e+01    1.533293e+01    5.061885e+01    4.231275e+01     3 4 6 7 8 9 11 14 
      19            6794    4.228337e+01    1.861163e+02    4.988748e+01    4.280552e+01     3 5 7 8 10 11 14 16 
      20            3648    4.279448e+01    5.051620e+01    5.126582e+01    4.116294e+01     4 6 7 9 11 12 13 14 15 16 
gBest = 4.285984e+01

Iteration 5 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6440    4.228337e+01    1.703014e+02    4.890295e+01    4.293693e+01     3 4 6 8 10 12 15 16 
       2            3067    4.285984e+01    3.196425e+01    4.766526e+01    4.507227e+01     3 10 11 14 
       3            7110    4.253304e+01    2.014416e+02    4.909986e+01    4.342970e+01     4 6 7 8 12 13 15 
       4            2418    4.262667e+01    1.783131e+01    4.905767e+01    4.365966e+01     4 6 7 10 11 12 15 17 
       5            1274    4.281980e+01    4.736459e+00    4.915612e+01    4.379106e+01     4 6 7 8 9 13 17 
       6            5873    4.221801e+01    1.468928e+02    4.886076e+01    4.300263e+01     3 4 6 8 10 12 14 16 
       7            1503    4.051917e+01    6.431573e+00    5.084388e+01    4.109724e+01     3 4 6 8 9 12 14 16 17 
       8            2447    4.285984e+01    1.912274e+01    4.766526e+01    4.503942e+01     3 10 12 15 16 
       9            7110    4.237994e+01    1.990640e+02    4.815752e+01    4.457950e+01     4 5 8 10 11 12 16 
      10            6445    4.278859e+01    1.705013e+02    5.247539e+01    4.017740e+01     4 6 7 8 10 11 12 13 15 16 
      11            1700    4.281686e+01    8.078570e+00    5.050633e+01    4.063732e+01     4 5 6 8 10 11 14 15 17 
      12            6710    4.278859e+01    1.820098e+02    4.924051e+01    4.329829e+01     4 5 7 8 9 11 14 16 
      13            5546    4.153730e+01    1.344472e+02    4.985935e+01    4.333114e+01     3 6 7 8 10 12 13 16 17 
      14            7110    4.279448e+01    1.991248e+02    4.935302e+01    4.359396e+01     4 5 7 8 12 13 14 17 
      15              35    4.222389e+01    8.853748e-02    4.831224e+01    4.359396e+01     3 4 6 8 10 11 12 17 
      16             188    4.282569e+01    3.711493e-01    4.894515e+01    4.379106e+01     4 5 7 8 10 14 17 
      17            3862    4.278565e+01    5.516717e+01    5.129395e+01    4.080158e+01     4 6 7 8 9 11 13 15 16 17 
      18            3421    4.022358e+01    4.023707e+01    5.074543e+01    4.119580e+01     3 4 6 8 9 11 15 16 17 
      19            7100    4.228337e+01    1.983472e+02    4.893108e+01    4.296978e+01     3 4 6 8 10 12 15 16 
      20            3198    4.279448e+01    3.474880e+01    4.811533e+01    4.461235e+01     4 5 9 12 14 17 
gBest = 4.285984e+01

Iteration 6 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            2771    4.282274e+01    2.524833e+01    4.766526e+01    4.503942e+01     3 7 9 10 14 
       2            7110    4.285984e+01    1.975589e+02    4.766526e+01    4.503942e+01     3 10 12 13 17 
       3            5637    4.253304e+01    1.396733e+02    4.857947e+01    4.408673e+01     3 7 8 9 10 12 14 17 
       4            5954    4.285689e+01    1.527134e+02    4.766526e+01    4.507227e+01     3 6 12 14 
       5            5318    4.281980e+01    1.269010e+02    4.890295e+01    4.352825e+01     4 5 7 8 9 10 16 
       6            6532    4.282274e+01    1.742596e+02    4.766526e+01    4.503942e+01     3 7 9 10 14 
       7            2154    4.051917e+01    1.415193e+01    5.073136e+01    4.155716e+01     3 4 5 8 9 10 12 15 17 
       8            1824    4.285984e+01    1.092752e+01    4.766526e+01    4.503942e+01     3 10 12 
       9            7110    4.237994e+01    2.051090e+02    5.240506e+01    4.024310e+01     4 5 6 7 10 11 13 14 16 
      10             290    4.278859e+01    6.731090e-01    5.082982e+01    4.132720e+01     4 5 7 8 9 11 12 13 15 17 
      11            7110    4.282274e+01    1.994413e+02    4.766526e+01    4.503942e+01     3 8 9 10 16 
      12            6783    4.278859e+01    1.859377e+02    4.904360e+01    4.349540e+01     4 5 7 9 11 12 15 17 
      13            4124    4.282569e+01    6.394084e+01    4.766526e+01    4.503942e+01     3 6 8 16 
      14            3083    4.279448e+01    3.301189e+01    4.895921e+01    4.336399e+01     4 5 7 13 14 15 16 
      15            1137    4.278271e+01    4.293506e+00    4.762307e+01    4.500657e+01     3 7 9 10 14 15 16 17 
      16            2354    4.282569e+01    1.677952e+01    4.900141e+01    4.365966e+01     4 5 7 11 12 13 14 15 17 
      17             878    4.278565e+01    2.607766e+00    5.291139e+01    4.073587e+01     4 5 7 8 9 10 12 15 16 17 
      18            5387    4.281686e+01    1.304894e+02    4.766526e+01    4.503942e+01     3 9 10 12 13 15 16 
      19            2567    4.282274e+01    2.087097e+01    4.766526e+01    4.503942e+01     3 7 9 10 14 
      20            4651    4.279448e+01    8.606450e+01    5.040788e+01    4.096583e+01     4 5 6 10 13 14 
gBest = 4.285984e+01

Iteration 7 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            7110    4.282274e+01    1.982201e+02    4.825598e+01    4.359396e+01     4 6 7 8 14 16 
       2             981    4.285984e+01    3.386123e+00    4.766526e+01    4.503942e+01     3 10 12 13 15 17 
       3            3261    4.253304e+01    3.570976e+01    4.810127e+01    4.461235e+01     4 5 6 10 13 
       4            1033    4.285689e+01    3.334330e+00    4.902954e+01    4.362681e+01     3 5 7 8 10 12 17 
       5            6200    4.281980e+01    1.597622e+02    4.828411e+01    4.352825e+01     4 6 8 9 12 15 16 17 
       6            1850    4.282274e+01    1.025224e+01    4.825598e+01    4.359396e+01     4 6 7 8 14 17 
       7            5544    4.051917e+01    1.330003e+02    4.970464e+01    4.168857e+01     2 4 5 11 13 14 16 
       8            5419    4.285984e+01    1.294733e+02    4.766526e+01    4.507227e+01     3 10 14 16 17 
       9            5908    4.237994e+01    1.473434e+02    5.468354e+01    4.086728e+01     4 5 6 8 10 11 12 14 15 16 
      10            5779    4.278859e+01    1.432285e+02    4.825598e+01    4.359396e+01     4 6 8 9 15 16 17 
      11            5269    4.282863e+01    1.262599e+02    4.766526e+01    4.503942e+01     3 6 14 
      12            3945    4.278859e+01    5.793797e+01    4.812940e+01    4.467806e+01     4 7 8 9 10 11 12 13 
      13            6542    4.282569e+01    1.777034e+02    4.759494e+01    4.497372e+01     3 7 10 11 13 15 17 
      14            6944    4.279448e+01    1.998113e+02    4.767932e+01    4.500657e+01     4 7 9 12 16 
      15            1504    4.278271e+01    7.663057e+00    5.143460e+01    4.132720e+01     4 6 7 9 10 11 12 13 17 
      16            7110    4.282569e+01    2.050806e+02    4.763713e+01    4.487516e+01     4 7 9 10 11 12 13 16 
      17            2507    4.278565e+01    2.063178e+01    4.990155e+01    4.142576e+01     4 6 8 9 11 12 13 14 15 17 
      18            3758    4.281686e+01    5.409915e+01    4.821378e+01    4.356110e+01     4 6 10 15 16 17 
      19            7110    4.282274e+01    2.026557e+02    4.828411e+01    4.359396e+01     4 6 7 8 14 16 
      20            7110    4.279448e+01    2.050428e+02    5.158931e+01    4.113009e+01     4 6 7 9 10 12 13 16 17 
gBest = 4.285984e+01

Iteration 8 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            1680    4.282274e+01    8.638116e+00    4.831224e+01    4.352825e+01     3 6 8 11 13 16 
       2            1498    4.285984e+01    6.547285e+00    4.766526e+01    4.507227e+01     3 10 11 14 15 16 
       3            5168    4.253304e+01    1.236265e+02    4.828411e+01    4.359396e+01     4 6 9 10 11 13 14 15 
       4               7    4.285689e+01    3.691387e-02    4.776371e+01    4.273982e+01     4 5 6 9 11 14 15 16 
       5            3008    4.281980e+01    3.100728e+01    5.066104e+01    4.211564e+01     4 5 8 9 10 11 13 14 15 16 17 
       6            7110    4.282274e+01    2.007900e+02    4.831224e+01    4.349540e+01     3 6 8 11 13 16 
       7            3052    4.225216e+01    3.139906e+01    4.818565e+01    4.444809e+01     3 4 8 10 11 15 16 17 
       8            2423    4.285984e+01    1.864435e+01    4.766526e+01    4.507227e+01     3 10 12 13 15 17 
       9            4617    4.237994e+01    8.511218e+01    5.043601e+01    4.073587e+01     4 5 6 9 11 13 16 17 
      10             600    4.278859e+01    1.249628e+00    4.804501e+01    4.461235e+01     4 5 8 9 10 11 14 15 
      11            4757    4.282863e+01    1.053788e+02    4.824191e+01    4.448095e+01     3 8 11 13 14 15 16 17 
      12            6503    4.278859e+01    1.729554e+02    5.033755e+01    4.086728e+01     4 5 6 9 12 13 15 17 
      13            1049    4.282569e+01    3.257700e+00    4.763713e+01    4.503942e+01     3 9 10 12 17 
      14             594    4.279448e+01    1.245013e+00    5.029536e+01    4.011170e+01     4 5 6 11 13 14 16 17 
      15            2874    4.278271e+01    2.639562e+01    4.842475e+01    4.352825e+01     3 6 8 11 13 14 15 16 17 
      16            4178    4.282569e+01    6.499995e+01    5.037975e+01    4.057162e+01     4 5 6 10 13 14 16 
      17            5726    4.278565e+01    1.424998e+02    4.815752e+01    4.457950e+01     4 5 7 13 16 
      18            5559    4.281686e+01    1.394314e+02    4.831224e+01    4.352825e+01     3 6 8 9 10 12 16 
      19            1219    4.282274e+01    4.245023e+00    4.829817e+01    4.356110e+01     3 6 8 11 13 16 
      20            7110    4.279448e+01    2.016647e+02    4.888889e+01    4.356110e+01     4 5 7 9 11 12 15 16 
gBest = 4.285984e+01

Iteration 9 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            1383    4.282274e+01    6.110251e+00    4.811533e+01    4.457950e+01     3 5 11 12 13 16 
       2            6738    4.285984e+01    1.831800e+02    4.766526e+01    4.503942e+01     3 10 11 14 17 
       3             708    4.253304e+01    1.871392e+00    4.810127e+01    4.461235e+01     4 5 8 9 11 15 16 
       4            7110    4.285689e+01    1.990789e+02    4.929677e+01    4.326544e+01     4 5 7 8 11 12 15 17 
       5             101    4.281980e+01    2.287508e-01    5.030942e+01    4.063732e+01     4 5 6 9 10 12 14 15 
       6            5022    4.282274e+01    1.149807e+02    4.810127e+01    4.457950e+01     3 5 11 12 13 16 17 
       7            4661    4.225216e+01    8.560798e+01    4.988748e+01    4.214849e+01     5 7 8 9 12 13 14 15 16 
       8            1099    4.285984e+01    3.506049e+00    4.766526e+01    4.507227e+01     3 10 12 13 14 15 
       9            1878    4.237994e+01    1.033669e+01    5.032349e+01    4.090013e+01     4 5 6 8 9 13 16 
      10            3247    4.278859e+01    3.547191e+01    5.030942e+01    4.037451e+01     4 5 6 9 10 12 17 
      11            3661    4.282863e+01    4.658390e+01    4.766526e+01    4.503942e+01     3 10 11 15 16 
      12            5560    4.278859e+01    1.345830e+02    5.272855e+01    3.965177e+01     4 5 6 7 8 11 15 16 17 
      13            3404    4.284807e+01    3.919356e+01    4.766526e+01    4.507227e+01     3 8 9 10 12 14 16 
      14             432    4.279448e+01    7.250716e-01    4.812940e+01    4.461235e+01     4 5 6 7 8 
      15            6955    4.278271e+01    1.933084e+02    4.810127e+01    4.457950e+01     3 5 10 15 16 17 
      16            6884    4.282569e+01    1.930837e+02    5.241913e+01    4.030880e+01     4 5 6 7 8 13 15 
      17            2111    4.278565e+01    1.372702e+01    5.023910e+01    4.106439e+01     4 5 6 9 10 11 14 
      18            4358    4.281686e+01    7.250836e+01    4.811533e+01    4.457950e+01     3 5 9 10 11 13 14 16 
      19            1181    4.282274e+01    3.815878e+00    4.811533e+01    4.457950e+01     3 5 11 12 13 16 
      20            4520    4.279448e+01    7.997947e+01    5.037975e+01    4.083443e+01     4 5 6 8 10 16 17 
gBest = 4.285984e+01

Iteration 10 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            6306    4.282274e+01    1.617545e+02    4.929677e+01    4.346255e+01     4 5 7 8 9 11 16 17 
       2            2580    4.285984e+01    2.192758e+01    4.766526e+01    4.503942e+01     3 10 12 13 16 17 
       3            3290    4.253304e+01    3.780000e+01    5.518987e+01    3.988173e+01     4 5 6 7 9 10 11 12 13 
       4            3886    4.285689e+01    5.306366e+01    4.811533e+01    4.457950e+01     3 5 9 10 13 14 15 
       5            5258    4.281980e+01    1.250264e+02    4.929677e+01    4.379106e+01     4 6 7 8 10 12 13 16 17 
       6             372    4.282274e+01    7.377489e-01    4.922644e+01    4.349540e+01     4 5 7 8 9 11 16 17 
       7              51    4.269791e+01    5.346199e-02    4.794655e+01    4.490802e+01     3 4 8 13 15 
       8            5748    4.285984e+01    1.443277e+02    4.766526e+01    4.503942e+01     3 10 13 
       9            1009    4.237994e+01    3.219419e+00    5.050633e+01    4.040736e+01     4 5 6 8 9 12 14 16 
      10            7110    4.278859e+01    1.932282e+02    4.917018e+01    4.356110e+01     4 6 7 8 10 13 14 
      11            1767    4.282863e+01    8.182681e+00    4.849508e+01    4.395532e+01     3 7 8 10 13 14 16 17 
      12            4580    4.278859e+01    7.705752e+01    4.994374e+01    4.152431e+01     4 6 8 9 10 11 12 15 17 
      13            6994    4.284807e+01    1.851104e+02    4.766526e+01    4.507227e+01     3 9 11 12 14 15 16 
      14            6313    4.279448e+01    1.566083e+02    4.827004e+01    4.359396e+01     4 6 9 10 14 16 
      15            7110    4.278271e+01    1.997480e+02    5.113924e+01    4.063732e+01     4 5 7 8 9 12 13 15 16 
      16            4066    4.282569e+01    6.229078e+01    4.821378e+01    4.356110e+01     4 6 8 12 13 14 17 
      17             707    4.278565e+01    1.881351e+00    5.261603e+01    4.067017e+01     4 6 7 8 10 11 12 13 14 16 17 
      18            3861    4.281686e+01    5.251277e+01    4.814346e+01    4.461235e+01     4 5 8 12 15 16 
      19            6497    4.282274e+01    1.655123e+02    4.924051e+01    4.352825e+01     4 5 7 8 9 11 16 17 
      20            1934    4.279448e+01    1.058286e+01    4.815752e+01    4.457950e+01     4 5 10 11 13 15 
gBest = 4.285984e+01
Finish at 19-Jun-2017 15:40:26
