Building classifier model for 4 classes...
Start at 20-Jun-2017 15:09:56
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
      16             421    4.432422e+01    4.808839e-02    7.220903e+01    4.662921e+01     1 6 8 9 10 12 13 15 
      17             421    4.167039e+01    5.100253e-02    5.866983e+01    3.932584e+01     1 6 10 13 16 
      18             421    4.167627e+01    5.241855e-02    7.007126e+01    4.213483e+01     1 7 9 11 12 13 15 16 17 
      19             185    3.898126e+01    2.354767e-02    8.503563e+01    4.101124e+01     1 2 3 4 7 11 12 13 15 17 
      20              26    4.324504e+01    3.691356e-03    6.935867e+01    4.550562e+01     1 2 3 4 5 6 7 9 12 15 16 17 
gBest = 4.754118e+01

Iteration 2 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.484323e+01    5.048564e-02    7.577197e+01    4.325843e+01     1 3 7 12 13 15 16 
       2             421    4.272898e+01    4.749592e-02    6.484561e+01    4.494382e+01     1 2 7 13 15 16 
       3             421    3.899009e+01    6.649043e-02    9.334917e+01    3.876404e+01     1 4 5 7 9 10 12 13 14 15 
       4             407    4.060297e+01    5.718973e-02    7.909739e+01    4.269663e+01     1 2 7 8 10 11 12 15 16 
       5             421    4.485793e+01    5.074471e-02    7.482185e+01    4.606742e+01     1 3 6 8 9 11 17 
       6             421    4.219527e+01    5.013576e-02    7.268409e+01    4.382022e+01     1 3 6 11 14 
       7             258    4.754118e+01    3.087253e-02    7.767221e+01    4.943820e+01     1 2 3 
       8             421    4.539164e+01    6.108760e-02    7.315914e+01    3.820225e+01     1 5 7 11 12 14 15 16 
       9             421    3.898420e+01    6.558757e-02    8.456057e+01    3.876404e+01     1 4 6 7 8 11 12 13 
      10             421    4.433011e+01    6.095231e-02    8.717340e+01    3.988764e+01     1 3 6 7 9 10 11 12 16 
      11             421    4.379640e+01    6.332717e-02    7.505938e+01    4.606742e+01     1 3 6 11 14 17 
      12             421    4.432128e+01    7.559923e-02    9.358670e+01    3.707865e+01     1 2 3 4 5 7 10 12 13 
      13             421    4.379052e+01    8.091779e-02    8.717340e+01    4.101124e+01     1 3 6 7 8 11 12 14 17 
      14             421    4.379052e+01    7.796321e-02    8.337292e+01    3.764045e+01     1 3 6 7 11 12 13 14 15 
      15             421    3.951791e+01    6.049450e-02    8.859857e+01    4.157303e+01     1 4 6 7 9 10 13 14 15 
      16             421    4.432422e+01    5.605455e-02    8.741093e+01    4.157303e+01     1 3 6 7 8 11 12 13 16 
      17             245    4.167039e+01    3.139005e-02    8.812352e+01    4.269663e+01     1 2 4 5 6 7 8 9 15 16 
      18             347    4.219233e+01    4.668014e-02    8.313539e+01    4.438202e+01     1 2 3 7 13 14 17 
      19             421    3.898126e+01    5.563034e-02    8.242280e+01    3.932584e+01     1 4 6 7 9 12 17 
      20             421    4.486381e+01    5.542103e-02    7.482185e+01    4.719101e+01     1 3 4 9 11 12 
gBest = 4.754118e+01

Iteration 3 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.484323e+01    5.413003e-02    7.292162e+01    4.382022e+01     1 3 7 9 15 
       2             421    4.272898e+01    5.853360e-02    8.218527e+01    4.157303e+01     1 3 4 5 6 10 11 12 
       3             421    3.899009e+01    7.365917e-02             100    2.977528e+01     1 4 5 6 7 8 10 11 12 13 14 15 16 
       4             169    4.060297e+01    1.447992e-02    6.864608e+01    4.213483e+01     2 3 4 8 9 10 12 13 15 17 
       5             421    4.485793e+01    5.150917e-02    7.553444e+01    4.438202e+01     1 3 7 10 11 12 14 16 17 
       6             421    4.219527e+01    4.610633e-02    7.268409e+01    4.382022e+01     1 3 7 13 14 17 
       7             258    4.807488e+01    3.001384e-02    7.767221e+01    5.056180e+01     1 2 3 
       8             421    4.539164e+01    7.300698e-02    9.358670e+01    4.157303e+01     1 4 5 7 8 9 10 11 15 17 
       9             421    3.898420e+01    7.394032e-02             100    3.146067e+01     1 4 5 6 7 8 10 11 12 13 14 16 17 
      10             421    4.433011e+01    5.150917e-02    7.600950e+01    4.438202e+01     1 3 7 9 10 12 15 
      11             421    4.379640e+01    6.688728e-02    9.026128e+01    4.213483e+01     1 3 5 7 8 9 11 14 16 17 
      12             126    4.591946e+01    1.313232e-02    8.123515e+01    4.831461e+01     1 2 4 5 6 7 9 11 12 16 
      13             421    4.379052e+01    5.165254e-02    7.600950e+01    4.438202e+01     1 3 7 9 10 11 14 17 
      14             421    4.379052e+01    8.416347e-02    7.268409e+01    4.382022e+01     1 3 7 9 11 17 
      15             421    3.951791e+01    7.055873e-02    6.603325e+01    4.101124e+01     1 7 8 12 13 15 17 
      16             421    4.432422e+01    5.404015e-02    7.600950e+01    4.269663e+01     1 3 7 9 10 11 14 15 
      17             261    4.325093e+01    3.917676e-02    8.598575e+01    4.550562e+01     1 4 6 7 9 12 13 14 15 16 
      18             421    4.485793e+01    5.257126e-02    6.983373e+01    4.719101e+01     1 5 6 9 13 14 15 17 
      19             421    3.898126e+01    6.488843e-02    9.263658e+01    4.101124e+01     1 4 5 6 7 8 10 13 14 15 16 
      20             421    4.486381e+01    5.701712e-02    8.954869e+01    4.213483e+01     1 5 6 7 10 11 12 13 14 15 16 
gBest = 4.807488e+01

Iteration 4 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.484323e+01    5.259738e-02    7.885986e+01    4.550562e+01     1 3 6 8 10 11 13 14 15 
       2              18    4.325681e+01    3.354223e-03    6.484561e+01    4.550562e+01     1 2 4 7 8 12 13 14 
       3             421    4.538282e+01    5.682554e-02    7.909739e+01    4.775281e+01     1 4 8 9 10 11 12 13 14 15 16 
       4             421    4.060297e+01    5.622281e-02    8.052257e+01    3.539326e+01     2 3 4 5 6 8 10 11 12 14 17 
       5             421    4.698982e+01    5.890929e-02    7.814727e+01    4.943820e+01     1 4 9 10 11 12 13 15 16 
       6             421    4.325681e+01    5.021475e-02    7.387173e+01    4.550562e+01     1 4 8 12 13 14 15 16 
       7             258    4.807488e+01    3.021444e-02    7.814727e+01    5.056180e+01     1 2 3 
       8             421    4.539164e+01    5.981308e-02    8.289786e+01    4.269663e+01     1 3 6 7 9 10 14 
       9             421    4.593123e+01    5.367565e-02    7.600950e+01    4.831461e+01     1 3 6 7 13 15 
      10             421    4.752353e+01    5.501485e-02    7.909739e+01              50     1 4 9 10 12 13 15 16 17 
      11             421    4.379640e+01    5.343058e-02    7.957245e+01    4.494382e+01     1 4 5 6 13 14 15 16 17 
      12             421    4.591946e+01    8.107453e-02             100    2.752809e+01     1 2 5 6 7 9 10 11 12 13 14 17 
      13             421    4.379052e+01    5.271806e-02    7.292162e+01    4.494382e+01     1 4 9 10 12 14 16 
      14             421    4.379052e+01    4.713017e-02    7.339667e+01    4.494382e+01     1 4 9 10 11 13 14 
      15             421    4.218645e+01    8.417280e-02    7.790974e+01    4.438202e+01     1 6 8 9 10 12 14 16 17 
      16             421    4.432422e+01    7.120500e-02    7.315914e+01    4.494382e+01     1 4 9 10 12 14 17 
      17             278    4.645317e+01    3.765718e-02    8.337292e+01    4.887640e+01     1 4 5 6 9 11 13 14 15 16 
      18             421    4.485793e+01    6.442565e-02    9.002375e+01    4.269663e+01     1 2 3 6 7 11 12 13 16 
      19             421    3.898126e+01    5.438506e-02    8.337292e+01    3.707865e+01     1 3 6 7 12 15 16 17 
      20             421    4.486381e+01    5.211843e-02    6.627078e+01    4.438202e+01     1 5 8 11 12 17 
gBest = 4.807488e+01

Iteration 5 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.484323e+01    6.355047e-02    8.764846e+01    4.269663e+01     1 3 5 6 7 8 13 17 
       2              14    4.537693e+01    3.059698e-03    6.579572e+01    4.775281e+01     1 2 3 5 7 9 10 11 12 13 14 15 17 
       3             421    4.538282e+01    6.623851e-02    9.263658e+01    4.325843e+01     1 5 6 7 8 9 10 12 13 15 16 
       4             421    4.272604e+01    6.866655e-02    8.812352e+01    4.494382e+01     1 3 4 5 7 8 13 
       5             421    4.698982e+01    4.698742e-02    7.007126e+01    4.719101e+01     1 5 6 7 10 16 
       6             421    4.325681e+01    6.976503e-02    7.695962e+01    4.101124e+01     1 5 6 7 10 11 12 13 15 
       7             258    4.807488e+01    2.594150e-02    7.767221e+01    5.056180e+01     1 2 3 
       8             421    4.539164e+01    6.811389e-02    9.833729e+01    3.595506e+01     1 3 5 6 7 8 12 13 14 15 16 17 
       9             421    4.645317e+01    5.973782e-02    8.978622e+01    4.887640e+01     1 4 5 6 8 9 10 11 13 16 
      10             421    4.752353e+01    5.564806e-02    7.648456e+01    4.157303e+01     1 5 6 7 13 14 15 16 
      11             421    4.539458e+01    5.126440e-02    7.624703e+01    4.775281e+01     1 4 6 8 12 14 17 
      12             205    4.591946e+01    2.502838e-02    8.693587e+01    4.213483e+01     1 2 4 5 7 11 13 14 15 17 
      13             421    4.379052e+01    5.334723e-02    8.004751e+01    4.269663e+01     1 5 7 8 9 13 14 15 
      14             421    4.379052e+01    6.052685e-02    8.574822e+01    4.157303e+01     1 5 7 8 9 12 13 14 15 16 17 
      15             421    4.218645e+01    7.363118e-02    8.717340e+01    3.595506e+01     1 5 6 7 8 9 10 12 13 
      16             421    4.432422e+01    8.945745e-02    7.933492e+01    4.325843e+01     1 5 7 8 9 13 14 15 
      17             354    4.645317e+01    8.348827e-02    9.073634e+01    3.988764e+01     1 2 4 6 7 15 16 17 
      18             164    4.538282e+01    2.078156e-02    8.432304e+01    4.775281e+01     1 2 3 5 6 7 9 10 12 15 16 
      19             421    4.058239e+01    7.511811e-02    8.812352e+01    4.269663e+01     1 3 5 6 7 8 12 15 16 17 
      20             421    4.486381e+01    8.006127e-02    8.859857e+01    4.550562e+01     1 4 6 7 8 9 11 14 17 
gBest = 4.807488e+01

Iteration 6 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.484323e+01    8.487350e-02    9.976247e+01    2.921348e+01     1 3 4 6 7 8 10 12 13 15 16 17 
       2              18    4.537693e+01    3.055655e-03    6.460808e+01    4.269663e+01     1 2 3 5 6 11 12 15 17 
       3             421    4.538282e+01    5.661001e-02    7.268409e+01    4.382022e+01     1 3 7 9 11 
       4             421    4.272604e+01    6.840842e-02    7.387173e+01    4.157303e+01     1 6 7 13 14 15 16 17 
       5             421    4.698982e+01    6.989783e-02    7.577197e+01    4.325843e+01     1 3 7 11 12 14 15 16 
       6             421    4.325681e+01    8.223211e-02    7.600950e+01    4.269663e+01     1 3 7 10 14 16 17 
       7             258    4.807488e+01    4.137372e-02    7.790974e+01    5.056180e+01     1 2 3 
       8             421    4.591652e+01    5.073071e-02    8.218527e+01    4.831461e+01     1 3 4 6 8 11 12 13 14 15 16 
       9             421    4.645317e+01    6.087300e-02    7.862233e+01    4.213483e+01     1 3 7 8 10 12 13 16 17 
      10             421    4.752353e+01    6.297604e-02    7.268409e+01    4.382022e+01     1 3 7 11 13 15 
      11             421    4.645611e+01    6.344908e-02    7.933492e+01    4.887640e+01     1 3 8 9 10 11 14 15 16 
      12             312    4.591946e+01    4.542616e-02    8.432304e+01    4.494382e+01     1 2 3 5 8 11 12 13 14 16 
      13             421    4.379052e+01    7.748581e-02    9.026128e+01    4.101124e+01     1 4 5 6 7 8 9 12 13 16 17 
      14             421    4.379052e+01    1.280797e-01    9.026128e+01    3.764045e+01     1 4 5 6 7 8 9 13 14 15 16 17 
      15             421    4.272604e+01    9.167027e-02    7.529691e+01    4.494382e+01     1 3 6 10 11 14 17 
      16             421    4.432422e+01    8.769963e-02    8.954869e+01    3.764045e+01     1 4 5 6 7 8 9 12 13 15 
      17              40    4.645317e+01    8.834808e-03    7.125891e+01    4.831461e+01     1 2 3 4 7 9 11 14 
      18             421    4.699865e+01    7.838493e-02    7.909739e+01    4.943820e+01     1 2 3 7 10 13 
      19             421    4.058239e+01    1.090143e-01    9.477435e+01    3.483146e+01     1 3 5 7 8 9 10 11 12 13 16 
      20             421    4.486381e+01    1.337214e-01    7.980998e+01    4.494382e+01     1 3 5 6 9 11 12 13 
gBest = 4.807488e+01

Iteration 7 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.484323e+01    5.105821e-02    7.315914e+01    4.550562e+01     1 2 5 9 11 14 15 17 
       2             265    4.753235e+01    4.062730e-02    7.790974e+01              50     1 2 3 12 13 17 
       3             421    4.538282e+01    7.948901e-02    7.909739e+01    4.494382e+01     1 4 5 6 9 11 13 14 
       4             421    4.272604e+01    6.554590e-02    7.268409e+01    4.382022e+01     1 3 9 11 14 16 
       5             421    4.698982e+01    5.878956e-02    7.933492e+01    4.438202e+01     1 4 5 6 9 12 13 17 
       6             421    4.325681e+01    6.409287e-02    8.384798e+01    4.550562e+01     1 4 5 6 9 12 13 15 16 
       7             258    4.807488e+01    2.974824e-02    7.814727e+01    5.056180e+01     1 2 3 
       8             421    4.591652e+01    6.852473e-02    8.788599e+01    4.101124e+01     1 3 6 7 8 11 12 14 
       9             421    4.645317e+01    9.207147e-02    9.239905e+01    3.820225e+01     1 4 5 6 7 10 11 12 13 14 15 
      10             421    4.752353e+01    8.619062e-02    7.957245e+01    4.494382e+01     1 4 5 6 9 12 14 15 
      11             421    4.645611e+01    8.416689e-02    8.337292e+01    4.606742e+01     1 3 7 9 10 11 12 14 17 
      12             229    4.591946e+01    3.660130e-02    8.764846e+01    4.325843e+01     1 2 4 5 6 7 9 10 11 12 16 
      13             421    4.379052e+01    7.392850e-02    8.503563e+01    4.101124e+01     1 4 6 7 8 9 14 15 
      14             421    4.379052e+01    8.105867e-02    8.384798e+01    4.494382e+01     1 4 6 7 8 10 11 
      15             421    4.326269e+01    8.253254e-02    7.434679e+01    4.550562e+01     1 3 6 7 12 14 
      16             421    4.432422e+01    8.927831e-02    8.907363e+01    3.988764e+01     1 4 6 7 8 9 14 15 17 
      17             421    4.645317e+01    7.885456e-02    7.957245e+01    4.550562e+01     1 4 5 6 10 16 
      18             372    4.699865e+01    7.724105e-02    8.266033e+01    4.943820e+01     1 2 4 5 9 12 14 16 
      19             421    4.058239e+01    8.848275e-02    8.788599e+01    4.213483e+01     1 3 7 9 10 11 12 13 15 16 17 
      20             421    4.486381e+01    8.102602e-02    8.812352e+01    4.325843e+01     1 3 5 7 9 10 11 13 16 
gBest = 4.807488e+01

Iteration 8 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.485205e+01    8.684778e-02    8.883610e+01    4.719101e+01     1 3 4 6 8 9 10 11 13 17 
       2             326    4.753235e+01    5.884865e-02    8.194774e+01    4.943820e+01     1 2 4 5 9 10 13 17 
       3             421    4.538282e+01    7.640910e-02    8.551069e+01    4.157303e+01     1 5 7 8 9 13 14 15 16 17 
       4             421    4.698394e+01    1.001847e-01    8.954869e+01    4.943820e+01     1 4 5 6 7 8 11 12 15 16 17 
       5             421    4.698982e+01    9.069090e-02    7.933492e+01    4.269663e+01     1 5 7 8 10 11 13 14 
       6             421    4.325681e+01    7.627474e-02    7.980998e+01    4.101124e+01     1 5 7 8 10 11 12 16 
       7             258    4.807488e+01    3.993096e-02    7.862233e+01    4.887640e+01     1 2 3 
       8             421    4.591652e+01    9.066229e-02    7.695962e+01    4.157303e+01     1 4 7 8 9 10 11 14 
       9             421    4.645317e+01    7.773586e-02    9.073634e+01    3.202247e+01     1 5 6 7 9 10 11 12 13 17 
      10             421    4.752353e+01    6.129379e-02    7.292162e+01    3.988764e+01     1 5 7 8 10 11 13 
      11             421    4.645611e+01    6.425273e-02    7.292162e+01    4.494382e+01     1 4 7 8 16 
      12              93    4.645023e+01    1.196790e-02    8.028504e+01    4.887640e+01     1 2 4 5 8 11 12 13 15 16 17 
      13             421    4.379052e+01    7.537562e-02    7.909739e+01    3.932584e+01     1 6 7 9 11 12 13 15 16 
      14             421    4.379052e+01    6.893153e-02    7.339667e+01    3.876404e+01     1 6 7 9 12 13 16 17 
      15             421    4.486087e+01    6.027804e-02    7.553444e+01    4.719101e+01     1 4 6 8 12 16 17 
      16             421    4.432422e+01    6.831885e-02    8.028504e+01    4.213483e+01     1 6 7 9 11 12 13 15 16 
      17             345    4.645317e+01    4.323853e-02    6.935867e+01    4.494382e+01     1 5 6 8 10 12 14 
      18             286    4.699865e+01    4.291166e-02    9.287411e+01    4.213483e+01     1 2 4 5 7 9 10 12 13 15 16 
      19             421    4.272898e+01    6.019003e-02    7.315914e+01    4.494382e+01     1 4 7 9 10 14 
      20             421    4.486381e+01    1.068761e-01    9.477435e+01    3.202247e+01     1 4 6 7 8 9 10 13 16 17 
gBest = 4.807488e+01

Iteration 9 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.485205e+01    6.592875e-02    8.028504e+01    4.662921e+01     1 3 8 9 10 12 13 14 15 16 
       2             344    4.753235e+01    4.601148e-02    7.933492e+01    4.775281e+01     1 2 3 6 17 
       3             421    4.538282e+01    6.955075e-02    8.384798e+01    4.325843e+01     1 4 5 7 11 15 17 
       4             421    4.752353e+01    6.898285e-02    7.862233e+01              50     1 3 9 11 12 13 14 15 17 
       5             421    4.698982e+01    6.389569e-02    7.505938e+01    4.606742e+01     1 4 5 8 9 12 13 
       6             421    4.538870e+01    6.717589e-02    8.171021e+01    4.775281e+01     1 4 5 8 9 11 13 15 16 
       7             258    4.807488e+01    3.317493e-02    7.814727e+01    5.056180e+01     1 2 3 
       8             421    4.591652e+01    7.963612e-02    8.788599e+01    3.988764e+01     1 3 5 7 9 11 14 15 16 17 
       9             421    4.645317e+01    5.847513e-02    7.268409e+01    4.382022e+01     1 3 10 16 
      10             421    4.752353e+01    6.435287e-02    7.577197e+01    4.494382e+01     1 4 5 8 9 14 15 16 
      11             421    4.645611e+01    6.194940e-02    7.410926e+01    4.606742e+01     1 3 8 11 12 13 16 17 
      12              90    4.645023e+01    9.738598e-03    7.933492e+01    4.494382e+01     1 2 4 5 6 9 10 12 13 14 15 16 
      13             421    4.752647e+01    7.026047e-02    7.553444e+01              50     1 4 6 9 10 12 13 17 
      14             421    4.379052e+01    6.461412e-02    7.529691e+01    4.494382e+01     1 4 6 9 10 17 
      15             421    4.539458e+01    6.185236e-02    7.577197e+01    4.775281e+01     1 4 5 8 10 16 17 
      16             421    4.485499e+01    6.702163e-02    8.123515e+01    4.719101e+01     1 4 6 9 10 12 13 16 17 
      17              29    4.645317e+01    4.332032e-03    6.864608e+01    4.775281e+01     1 2 3 5 7 8 9 12 13 14 15 
      18             174    4.699865e+01    2.132738e-02    8.337292e+01    4.438202e+01     1 2 3 5 8 9 10 13 15 
      19             421    4.485499e+01    6.497240e-02    8.004751e+01    4.719101e+01     1 4 5 9 10 12 13 15 17 
      20             421    4.486381e+01    6.854402e-02    8.313539e+01    3.820225e+01     1 3 6 7 8 11 17 
gBest = 4.807488e+01

Iteration 10 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.539752e+01    6.241311e-02    7.577197e+01    4.775281e+01     1 3 6 7 10 17 
       2             138    4.753235e+01    1.331675e-02    7.790974e+01    4.775281e+01     1 2 3 7 10 17 
       3             421    4.538282e+01    7.274667e-02    8.598575e+01    4.213483e+01     1 4 5 6 7 10 12 13 16 
       4             421    4.752353e+01    6.158987e-02    7.268409e+01    4.382022e+01     1 3 8 15 16 
       5             421    4.752059e+01    6.886902e-02    8.907363e+01              50     1 4 5 6 8 9 10 13 14 17 
       6             421    4.538870e+01    6.663007e-02    8.337292e+01    4.438202e+01     1 3 7 9 11 12 13 15 16 
       7             258    4.860859e+01    3.307260e-02    7.743468e+01    5.112360e+01     1 2 3 
       8             421    4.591652e+01    6.148226e-02    7.387173e+01    4.719101e+01     1 3 4 10 12 16 
       9             421    4.645317e+01    5.915406e-02    7.268409e+01    4.382022e+01     1 3 6 10 15 
      10             421    4.752353e+01    7.915281e-02    9.168646e+01    3.651685e+01     1 4 5 6 8 9 11 12 13 15 16 17 
      11             421    4.645611e+01    6.655636e-02    8.741093e+01    4.887640e+01     1 3 6 8 10 12 14 15 16 17 
      12              44    4.645023e+01    4.925747e-03    7.054632e+01    4.831461e+01     1 2 4 5 6 7 12 14 16 
      13             421    4.752647e+01    4.552413e-02    7.268409e+01    4.382022e+01     1 3 8 10 14 15 17 
      14             421    4.539164e+01    5.458131e-02    7.529691e+01    4.775281e+01     1 4 5 9 11 14 15 16 
      15             421    4.539458e+01    6.975757e-02    8.978622e+01    4.101124e+01     1 4 5 6 7 8 9 12 13 16 
      16             421    4.485499e+01    5.762887e-02    7.268409e+01    4.325843e+01     1 3 8 10 14 15 16 
      17              44    4.645317e+01    5.176108e-03    7.220903e+01    4.662921e+01     1 3 4 5 6 7 9 10 14 16 17 
      18             204    4.913054e+01    2.186356e-02    7.790974e+01    5.168539e+01     1 2 3 10 12 14 17 
      19             421    4.485499e+01    4.945060e-02    7.268409e+01    4.382022e+01     1 3 13 14 17 
      20             421    4.486381e+01    7.116861e-02    8.622328e+01    4.269663e+01     1 3 5 6 10 11 12 14 15 17 
gBest = 4.913054e+01

Iteration 11 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.539752e+01    7.226212e-02    8.836105e+01    3.820225e+01     1 4 6 7 9 10 11 12 14 
       2             254    4.753235e+01    3.301445e-02    9.002375e+01    4.269663e+01     1 2 4 5 6 7 10 11 13 15 
       3             421    4.538282e+01    6.041302e-02    6.627078e+01    4.438202e+01     1 5 6 7 14 
       4             421    4.752353e+01    5.639106e-02    8.361045e+01    4.494382e+01     1 4 7 9 10 11 13 14 17 
       5             421    4.752059e+01    6.333618e-02    8.266033e+01    4.494382e+01     1 4 7 9 13 14 15 16 17 
       6             421    4.538870e+01    6.332717e-02    7.339667e+01    4.494382e+01     1 4 7 8 16 17 
       7             140    4.860859e+01    1.293327e-02    7.719715e+01    4.943820e+01     1 2 3 11 12 17 
       8             421    4.591652e+01    6.363537e-02    9.216152e+01    4.044944e+01     1 4 5 6 7 10 11 13 14 15 16 
       9             421    4.645317e+01    6.405430e-02    7.743468e+01    4.157303e+01     1 4 7 8 10 12 14 16 17 
      10             421    4.752353e+01    6.963908e-02    8.361045e+01    3.988764e+01     1 5 6 8 10 11 12 13 14 16 17 
      11             421    4.645611e+01    6.731616e-02    7.315914e+01    4.494382e+01     1 4 6 8 12 
      12             421    4.645023e+01    7.619513e-02    9.002375e+01    4.438202e+01     1 2 4 5 6 10 13 14 16 17 
      13             421    4.752647e+01    6.030137e-02    7.387173e+01    4.494382e+01     1 4 8 9 10 11 12 14 
      14             421    4.539164e+01    7.050337e-02    9.192399e+01    3.370787e+01     1 5 6 7 8 9 10 12 15 16 17 
      15             421    4.539458e+01    5.111450e-02    7.315914e+01    4.494382e+01     1 4 8 9 11 14 16 
      16             421    4.485499e+01    5.572986e-02    7.410926e+01    4.550562e+01     1 4 8 9 10 11 12 14 
      17              50    4.645317e+01    5.239243e-03    7.482185e+01    4.719101e+01     1 4 5 6 10 11 13 14 15 16 
      18             324    4.913054e+01    5.218250e-02    9.073634e+01    3.707865e+01     1 2 4 5 7 9 11 14 15 16 17 
      19             421    4.485499e+01    6.541123e-02    7.387173e+01    4.550562e+01     1 4 8 9 10 13 14 17 
      20             421    4.486381e+01    6.667112e-02    7.933492e+01    4.101124e+01     1 4 5 6 12 14 16 
gBest = 4.913054e+01

Iteration 12 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             421    4.805724e+01    6.422131e-02    7.909739e+01    5.056180e+01     1 2 3 4 8 10 12 14 16 
       2             421    4.753235e+01    6.656227e-02    8.574822e+01    4.494382e+01     1 2 4 5 6 10 11 15 16 
       3              53    4.806018e+01    7.113378e-03    7.315914e+01    5.056180e+01     1 2 3 7 8 12 14 16 
       4             201    4.752353e+01    3.366539e-02    8.527316e+01    4.719101e+01     1 2 3 5 6 13 
