Building classifier model for 2 classes...
Start at 20-Jun-2017 14:44:37
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
      16              41    6.743459e+01    3.700375e-03    6.880952e+01    6.871508e+01     6 7 8 11 12 
      17             268    6.159954e+01    2.874182e-02    7.904762e+01    5.698324e+01     4 5 6 7 8 10 12 14 17 
      18             222    6.637314e+01    2.124932e-02    7.119048e+01    6.983240e+01     5 6 7 11 14 16 
      19             179    6.637314e+01    1.561074e-02    7.119048e+01    6.983240e+01     5 6 8 10 13 16 
      20              92    6.532051e+01    7.522665e-03    7.476190e+01    6.312849e+01     5 6 7 10 12 14 16 
gBest = 6.796237e+01

Iteration 3 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             186    5.787857e+01    2.282737e-02    8.595238e+01    5.530726e+01     3 5 7 9 10 11 12 13 14 17 
       2             101    6.159366e+01    8.869019e-03    7.690476e+01    5.307263e+01     3 4 6 7 10 12 13 16 
       3             411    6.743165e+01    5.234516e-02    7.309524e+01    5.418994e+01     4 6 9 11 12 14 15 16 
       4             396    6.636725e+01    5.000078e-02    7.119048e+01    6.089385e+01     4 7 10 11 13 14 
       5             263    5.947958e+01    2.855552e-02    7.142857e+01    6.145251e+01     5 7 9 11 12 15 17 
       6             420    6.796237e+01    4.800162e-02    7.119048e+01    6.089385e+01     4 6 8 12 14 
       7             420    6.583947e+01    4.594772e-02    8.285714e+01    6.145251e+01     4 6 9 10 11 12 13 14 15 16 17 
       8             420    5.841812e+01    5.650613e-02    7.119048e+01    6.089385e+01     4 10 12 14 15 16 17 
       9             214    6.532345e+01    1.857341e-02    7.523810e+01    5.865922e+01     4 7 8 9 13 15 16 
      10             420    6.531756e+01    6.259381e-02    6.880952e+01    6.871508e+01     8 14 15 17 
      11             268    6.532639e+01    2.462438e-02    7.309524e+01    5.418994e+01     4 6 9 13 14 15 16 
      12             159    6.531756e+01    1.209231e-02    7.285714e+01    5.418994e+01     4 6 11 12 13 15 17 
      13              84    6.532345e+01    7.082277e-03    7.309524e+01    5.418994e+01     4 6 10 12 13 15 16 
      14             153    6.531168e+01    1.889126e-02    6.880952e+01    6.871508e+01     7 9 10 11 13 17 
      15             388    5.575567e+01    4.915390e-02    7.523810e+01    5.418994e+01     3 5 6 11 14 16 
      16             420    6.743459e+01    4.964374e-02    6.952381e+01    6.871508e+01     6 9 12 13 15 17 
      17             209    6.531462e+01    2.141322e-02    6.880952e+01    6.871508e+01     6 7 8 13 15 
      18             420    6.637314e+01    4.116566e-02    7.309524e+01    5.418994e+01     4 6 11 12 13 14 15 
      19             177    6.637314e+01    1.675308e-02    7.309524e+01    5.418994e+01     4 6 8 11 14 16 17 
      20             420    6.532051e+01    4.316046e-02    8.261905e+01    6.201117e+01     4 7 8 9 11 12 13 14 15 17 
gBest = 6.796237e+01

Iteration 4 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1              58    5.787857e+01    6.062793e-03    7.523810e+01    5.530726e+01     4 5 7 11 12 14 17 
       2              62    6.159366e+01    6.444089e-03    7.976190e+01    5.865922e+01     4 5 6 7 9 10 11 16 17 
       3             270    6.743165e+01    3.226678e-02    7.119048e+01    6.089385e+01     4 8 13 14 16 
       4               6    6.636725e+01    2.303637e-03    6.904762e+01    6.703911e+01     5 6 7 8 9 11 12 13 
       5             302    6.159954e+01    2.796274e-02    7.690476e+01    6.480447e+01     2 8 9 11 12 
       6             420    6.796237e+01    5.700219e-02    7.119048e+01    6.089385e+01     4 8 11 13 14 15 16 
       7             285    6.583947e+01    2.981573e-02    7.119048e+01    6.089385e+01     4 8 12 13 14 15 16 
       8             127    5.841812e+01    9.252492e-03    7.142857e+01    6.145251e+01     3 11 12 15 17 
       9             420    6.532345e+01    5.832242e-02    7.404762e+01    5.865922e+01     5 6 8 11 12 14 16 17 
      10             401    6.531756e+01    5.538619e-02    7.166667e+01    6.089385e+01     4 8 10 11 13 14 15 17 
      11             157    6.532639e+01    1.568290e-02    7.595238e+01    5.642458e+01     6 7 8 11 13 14 15 16 
      12             300    6.531756e+01    3.119785e-02    6.880952e+01    6.871508e+01     5 8 11 14 17 
      13             231    6.532345e+01    2.114606e-02    6.880952e+01    6.871508e+01     5 10 11 14 17 
      14             127    6.531168e+01    9.134620e-03    6.880952e+01    6.871508e+01     5 8 9 10 11 17 
      15             420    5.575567e+01    5.328222e-02    7.309524e+01    5.418994e+01     4 6 8 9 13 16 
      16             326    6.743459e+01    3.546364e-02    7.619048e+01    5.530726e+01     5 7 8 9 10 12 13 16 
      17             374    6.531462e+01    5.309220e-02    6.952381e+01    6.871508e+01     6 8 11 12 14 17 
      18             247    6.637314e+01    2.315269e-02    7.119048e+01    6.089385e+01     4 9 10 11 17 
      19             357    6.637314e+01    3.699659e-02    7.119048e+01    6.089385e+01     4 8 11 12 14 16 17 
      20             248    6.532051e+01    2.794595e-02    6.880952e+01    6.871508e+01     5 6 15 16 
gBest = 6.796237e+01

Iteration 5 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1              29    5.787857e+01    3.439128e-03    7.952381e+01    6.089385e+01     2 7 8 9 12 14 16 17 
       2              38    6.159366e+01    4.448971e-03              80    6.145251e+01     2 4 6 9 10 11 12 14 16 17 
       3             420    6.743165e+01    5.559053e-02    7.166667e+01    5.698324e+01     5 8 10 11 12 14 16 17 
       4             420    6.636725e+01    6.334676e-02    6.880952e+01    6.871508e+01     5 8 9 13 14 15 
       5             420    6.159954e+01    5.131510e-02    8.476190e+01    5.195531e+01     3 4 5 6 8 10 11 12 13 17 
       6              14    6.796237e+01    2.957998e-03    7.738095e+01    6.424581e+01     5 9 10 11 12 14 15 16 17 
       7             415    6.583947e+01    6.540439e-02    6.880952e+01    6.871508e+01     5 9 10 12 13 14 16 17 
       8             420    5.841812e+01    4.489340e-02    8.309524e+01    5.418994e+01     3 7 8 9 10 11 12 14 16 17 
       9              65    6.532345e+01    6.298848e-03    8.095238e+01    5.865922e+01     6 7 9 10 12 13 14 15 17 
      10             420    6.531756e+01    6.255835e-02    6.880952e+01    6.871508e+01     5 7 13 16 17 
      11             369    6.532639e+01    3.751971e-02    6.880952e+01    6.871508e+01     7 10 12 13 14 16 
      12             266    6.531756e+01    3.242446e-02    6.880952e+01    6.871508e+01     9 11 15 16 
      13              38    6.532345e+01    4.018225e-03    6.880952e+01    6.871508e+01     9 15 16 
      14             123    6.531462e+01    1.021444e-02    6.880952e+01    6.871508e+01     8 13 14 15 17 
      15              69    6.637314e+01    6.149875e-03    7.119048e+01    6.983240e+01     5 6 8 10 13 14 
      16              10    6.743459e+01    2.170215e-03    7.119048e+01    6.089385e+01     4 8 9 13 16 
      17             307    6.531462e+01    3.111947e-02    6.952381e+01    6.871508e+01     6 8 11 14 15 16 17 
      18             236    6.637314e+01    2.097408e-02    6.880952e+01    6.871508e+01     5 7 12 13 15 
      19             185    6.637314e+01    2.348640e-02    6.880952e+01    6.871508e+01     5 9 10 11 
      20              65    6.532051e+01    7.087564e-03    6.880952e+01    6.871508e+01     6 8 13 17 
gBest = 6.796237e+01

Iteration 6 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             177    6.159660e+01    1.761737e-02    7.690476e+01    6.480447e+01     2 7 9 11 12 15 
       2              69    6.159366e+01    6.225761e-03    8.095238e+01    5.921788e+01     2 4 6 9 13 17 
       3             420    6.743165e+01    7.269784e-02    6.880952e+01    6.871508e+01     5 6 11 16 
       4             100    6.636725e+01    8.959211e-03    7.547619e+01    5.642458e+01     5 7 8 9 11 12 13 16 
       5              69    6.159954e+01    5.795948e-03    7.119048e+01    6.089385e+01     4 13 14 16 
       6             420    6.796237e+01    4.814561e-02    8.261905e+01    5.698324e+01     5 7 8 9 10 12 13 15 16 
       7             139    6.583947e+01    1.209542e-02    7.142857e+01    6.145251e+01     5 7 8 9 10 14 16 
       8              88    5.841812e+01    7.729174e-03    8.119048e+01    5.865922e+01     4 6 9 10 11 12 13 14 16 
       9             420    6.532345e+01    5.661374e-02    7.142857e+01    6.201117e+01     5 7 8 9 10 11 17 
      10              69    6.531756e+01    5.849441e-03    6.880952e+01    6.871508e+01     5 7 9 11 13 17 
      11              57    6.532639e+01    5.176419e-03    6.952381e+01    6.871508e+01     6 8 10 14 15 17 
      12             324    6.531756e+01    3.049684e-02    7.166667e+01    5.698324e+01     5 8 9 10 11 13 14 16 
      13              25    6.532345e+01    3.550158e-03    6.880952e+01    6.871508e+01     5 9 10 15 16 17 
      14             274    6.531462e+01    2.725302e-02    6.952381e+01    6.871508e+01     6 7 10 12 14 15 
      15              68    6.637314e+01    6.168224e-03              75    5.586592e+01     6 7 8 9 13 14 16 17 
      16             291    6.743459e+01    3.185221e-02    6.880952e+01    6.871508e+01     5 6 9 14 
      17             304    6.690386e+01    3.084019e-02    7.095238e+01    7.039106e+01     5 6 7 9 12 17 
      18             390    6.690092e+01    4.863638e-02    7.119048e+01    7.039106e+01     5 6 10 11 12 13 14 
      19              76    6.637314e+01    6.781843e-03    8.190476e+01    6.033520e+01     5 7 8 9 10 13 14 15 17 
      20             230    6.532051e+01    2.527097e-02    7.619048e+01    5.586592e+01     5 7 8 10 13 14 16 17 
gBest = 6.796237e+01

Iteration 7 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             203    6.159660e+01    1.770569e-02    7.976190e+01    6.424581e+01     3 8 9 10 11 12 14 15 16 
       2             377    6.159366e+01    3.965416e-02    7.880952e+01    5.921788e+01     2 5 8 10 11 12 17 
       3             419    6.743165e+01    5.993687e-02    8.380952e+01    5.810056e+01     5 6 7 8 9 12 13 16 17 
       4             327    6.637314e+01    3.215513e-02    7.119048e+01    6.983240e+01     5 6 7 10 11 15 
       5             109    6.159954e+01    1.065669e-02    7.595238e+01    5.698324e+01     4 6 7 8 12 13 16 17 
       6             420    6.796237e+01    4.926898e-02    7.476190e+01    6.312849e+01     5 6 7 8 9 12 15 
       7             360    6.583947e+01    4.160294e-02    8.547619e+01    5.865922e+01     5 6 7 8 10 11 12 13 15 16 
       8             249    5.841812e+01    2.848150e-02    7.714286e+01    5.586592e+01     4 6 7 11 12 13 14 15 
       9              26    6.532345e+01    3.577527e-03    7.190476e+01    6.424581e+01     5 6 7 10 11 13 16 17 
      10             148    6.531756e+01    1.399070e-02    7.595238e+01    5.698324e+01     6 7 8 12 13 15 16 17 
      11             360    6.532639e+01    4.082915e-02    6.880952e+01    6.871508e+01     5 12 15 16 17 
      12              98    6.637019e+01    9.937021e-03    7.119048e+01    6.983240e+01     5 6 9 11 12 13 14 
      13             117    6.532345e+01    9.878862e-03    8.238095e+01    5.754190e+01     5 7 8 9 12 14 15 16 17 
      14             273    6.531462e+01    3.671638e-02    6.880952e+01    6.871508e+01     5 8 9 10 11 13 15 
      15              52    6.637314e+01    4.365310e-03    6.880952e+01    6.871508e+01     7 9 11 12 15 16 
      16             420    6.743459e+01    6.687204e-02    6.880952e+01    6.871508e+01     5 8 9 10 15 16 17 
      17             264    6.690386e+01    2.589547e-02    7.523810e+01    5.865922e+01     4 7 8 10 11 12 13 15 
      18             382    6.690092e+01    4.403782e-02    8.023810e+01    5.642458e+01     5 6 7 10 11 13 14 15 16 17 
      19             186    6.637314e+01    1.534763e-02    7.476190e+01    6.256983e+01     5 6 7 8 9 12 16 
      20              30    6.532051e+01    4.103752e-03    7.857143e+01    5.865922e+01     5 6 8 9 10 11 13 15 16 
gBest = 6.796237e+01

Iteration 8 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1               4    6.159660e+01    2.191985e-03    6.952381e+01    6.368715e+01     4 5 7 8 9 13 15 16 17 
       2             420    6.159366e+01    5.493928e-02    8.285714e+01    5.865922e+01     2 4 6 9 11 12 15 17 
       3             336    6.743165e+01    3.948870e-02    7.119048e+01    6.089385e+01     4 10 13 14 
       4             292    6.637314e+01    3.166809e-02    8.547619e+01    4.804469e+01     5 6 7 8 9 10 13 15 16 17 
       5             128    6.159954e+01    1.312019e-02    8.261905e+01    6.033520e+01     3 5 6 7 8 9 12 15 16 
       6             294    6.796237e+01    3.245277e-02    7.119048e+01    6.089385e+01     4 10 16 17 
       7             162    6.583947e+01    1.144603e-02    7.119048e+01    6.089385e+01     4 11 15 16 
       8              95    6.105411e+01    8.336262e-03    8.309524e+01    6.424581e+01     4 5 6 7 8 10 12 13 16 17 
       9             126    6.532345e+01    9.895035e-03    7.452381e+01    5.921788e+01     5 6 8 10 11 12 14 15 16 
      10             321    6.531756e+01    3.493772e-02    6.952381e+01    6.871508e+01     6 8 9 12 15 16 17 
      11             345    6.532639e+01    3.736949e-02    7.333333e+01    6.256983e+01     6 7 9 14 15 16 17 
      12             420    6.637019e+01    4.207816e-02    7.476190e+01    6.201117e+01     5 6 7 9 14 15 16 
      13             291    6.532345e+01    2.868179e-02    6.880952e+01    6.871508e+01     5 9 11 14 15 16 17 
      14             128    6.531756e+01    2.111123e-02    6.880952e+01    6.871508e+01     5 12 13 15 
      15              13    6.637314e+01    2.888955e-03    6.880952e+01    6.871508e+01     6 7 8 11 13 17 
      16             286    6.743459e+01    2.939804e-02    6.880952e+01    6.871508e+01     5 7 
      17             187    6.690386e+01    1.886513e-02    7.523810e+01    5.865922e+01     4 7 9 10 13 15 16 17 
      18              36    6.690092e+01    4.185547e-03    7.119048e+01    6.927374e+01     5 6 7 10 11 13 
      19             420    6.637314e+01    4.883885e-02    7.119048e+01    6.089385e+01     4 11 12 13 14 15 16 17 
      20             225    6.637314e+01    2.046154e-02    7.119048e+01    6.983240e+01     5 6 10 12 14 15 
gBest = 6.796237e+01

Iteration 9 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             211    6.159660e+01    1.919418e-02    7.642857e+01    5.307263e+01     3 4 7 8 11 12 13 14 
       2             327    6.159366e+01    3.526739e-02    8.238095e+01    5.698324e+01     3 4 5 8 10 12 13 15 16 17 
       3             206    6.743165e+01    1.842723e-02    6.880952e+01    6.871508e+01     5 7 10 13 14 
       4             136    6.637314e+01    1.145070e-02    7.119048e+01    6.927374e+01     5 6 11 13 16 17 
       5              56    6.159954e+01    5.808388e-03    7.595238e+01    5.865922e+01     3 5 7 10 11 14 15 16 17 
       6             393    6.796237e+01    4.279005e-02    7.976190e+01    6.089385e+01     5 8 9 10 11 12 15 16 17 
       7             384    6.583947e+01    5.319110e-02    6.880952e+01    6.871508e+01     5 8 9 10 11 14 17 
       8              47    6.105411e+01    5.146874e-03    7.666667e+01    5.754190e+01     5 6 7 8 9 12 13 16 
       9              98    6.532345e+01    7.943770e-03    6.880952e+01    6.871508e+01     5 9 10 12 14 15 16 17 
      10               8    6.531756e+01    2.586655e-03    6.833333e+01    6.424581e+01     8 9 10 11 12 13 15 16 
      11             120    6.532639e+01    1.310184e-02    6.880952e+01    6.871508e+01     6 7 10 16 17 
      12             151    6.637019e+01    1.118479e-02    7.119048e+01    6.983240e+01     5 6 11 13 14 15 16 17 
      13             137    6.532345e+01    1.020076e-02    6.952381e+01    6.871508e+01     6 9 10 11 13 17 
      14             389    6.690092e+01    4.303575e-02    7.119048e+01    7.039106e+01     5 6 8 11 12 15 17 
      15             105    6.637314e+01    7.799773e-03    7.214286e+01    5.363128e+01     4 5 12 15 17 
      16             419    6.743459e+01    5.724198e-02    7.119048e+01    6.089385e+01     4 9 13 14 16 17 
      17              16    6.690386e+01    2.316700e-03    7.071429e+01    6.368715e+01     6 7 8 11 13 14 15 16 
      18             384    6.690092e+01    4.624815e-02    7.142857e+01    6.145251e+01     5 7 9 10 11 12 13 
      19             129    6.637314e+01    9.176295e-03    7.166667e+01    5.698324e+01     5 8 9 10 11 15 16 17 
      20             332    6.690386e+01    3.729019e-02    7.095238e+01    7.039106e+01     5 6 9 12 14 17 
gBest = 6.796237e+01

Iteration 10 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             184    6.159660e+01    1.677547e-02    7.142857e+01    6.145251e+01     3 4 9 
       2             420    6.159366e+01    4.154602e-02    7.904762e+01    6.312849e+01     2 7 10 11 12 13 15 17 
       3             332    6.743165e+01    3.672819e-02    8.428571e+01    5.195531e+01     5 7 8 9 10 11 12 13 15 17 
       4             286    6.637314e+01    3.193743e-02    7.119048e+01    6.983240e+01     5 6 9 10 13 15 16 17 
       5             266    6.159954e+01    2.887026e-02    8.142857e+01    6.424581e+01     3 7 8 9 10 11 12 16 17 
       6             420    6.796237e+01    4.158645e-02    7.595238e+01    5.418994e+01     5 7 8 9 11 12 13 16 
       7             122    6.583947e+01    1.054691e-02    7.547619e+01    5.698324e+01     5 7 8 9 11 14 15 17 
       8             288    6.105411e+01    2.641174e-02    7.166667e+01    6.089385e+01     4 8 9 11 14 15 16 17 
       9              37    6.532345e+01    4.675385e-03    7.142857e+01    6.145251e+01     5 7 9 12 13 14 16 
      10              70    6.532051e+01    7.889654e-03    6.880952e+01    6.871508e+01     5 14 17 
      11             218    6.532639e+01    1.860015e-02    7.333333e+01    6.201117e+01     6 7 10 11 13 14 15 
      12             420    6.743459e+01    5.507114e-02    7.095238e+01    7.094972e+01     5 6 11 13 16 17 
      13             294    6.532345e+01    2.813659e-02    7.333333e+01    6.201117e+01     6 7 9 10 11 14 16 
      14             240    6.690092e+01    3.678915e-02    6.880952e+01    6.871508e+01     4 10 11 
      15             310    6.637314e+01    2.945869e-02    7.119048e+01    6.089385e+01     4 9 11 14 
      16              16    6.743459e+01    2.818978e-03    7.119048e+01    7.039106e+01     5 6 7 10 15 17 
      17             195    6.690386e+01    1.828946e-02    7.142857e+01    6.201117e+01     5 7 8 10 12 15 16 
      18              43    6.690092e+01    4.475718e-03    6.880952e+01    6.871508e+01     5 6 12 15 
      19             420    6.637314e+01    4.557109e-02    7.571429e+01    5.418994e+01     5 7 8 9 11 13 14 16 
      20              11    6.690386e+01    2.134138e-03    6.952381e+01    6.927374e+01     5 6 8 10 12 14 15 
gBest = 6.796237e+01

Iteration 11 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             112    6.159660e+01    9.105385e-03    7.595238e+01    5.698324e+01     4 5 7 10 11 12 16 17 
       2             420    6.159366e+01    4.539724e-02    7.857143e+01    5.083799e+01     3 4 6 7 8 12 13 15 16 17 
       3             387    6.743165e+01    5.138352e-02    7.476190e+01    6.145251e+01     5 6 7 9 10 16 17 
       4             363    6.637314e+01    4.605564e-02    7.476190e+01    6.145251e+01     5 6 7 11 12 13 14 15 16 17 
       5             196    6.159954e+01    1.662774e-02    7.714286e+01    5.642458e+01     4 5 7 11 13 14 15 16 17 
       6             420    6.796237e+01    5.063057e-02    7.476190e+01    6.145251e+01     5 6 7 9 11 12 13 
       7             305    6.583947e+01    3.470322e-02    8.214286e+01    5.977654e+01     5 6 7 9 11 14 15 16 17 
       8             224    6.105411e+01    2.087207e-02    8.166667e+01    6.089385e+01     4 6 9 10 11 12 13 14 16 
       9             391    6.690092e+01    4.685928e-02    7.095238e+01    7.039106e+01     5 6 8 9 12 14 15 
      10              70    6.532051e+01    6.499448e-03    7.714286e+01    5.865922e+01     5 6 7 8 9 10 12 13 
      11             267    6.532639e+01    3.231032e-02    6.880952e+01    6.871508e+01     5 8 10 11 13 16 
      12             333    6.743459e+01    3.508514e-02    7.119048e+01    7.039106e+01     5 6 8 12 14 16 17 
      13             173    6.532345e+01    1.649618e-02    7.619048e+01    5.418994e+01     5 7 8 11 12 14 15 16 
      14             420    6.690092e+01    5.413967e-02    8.214286e+01    5.865922e+01     5 6 7 9 12 13 14 15 17 
      15             278    6.637314e+01    3.330120e-02    6.880952e+01    6.871508e+01     5 11 12 13 14 15 17 
      16             293    6.743459e+01    3.121775e-02    7.142857e+01    6.145251e+01     5 7 8 10 12 14 17 
      17             268    6.690386e+01    2.914271e-02    7.119048e+01    6.089385e+01     4 9 11 12 14 17 
      18             341    6.690092e+01    3.928126e-02    8.261905e+01    6.256983e+01     5 6 8 9 10 11 14 15 16 17 
      19             291    6.637314e+01    3.134029e-02    8.214286e+01    5.754190e+01     5 6 7 9 11 12 14 15 17 
      20              95    6.690386e+01    8.294898e-03    8.238095e+01    6.145251e+01     5 6 8 10 11 12 13 14 15 16 
gBest = 6.796237e+01

Iteration 12 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             115    6.637019e+01    1.035439e-02    7.119048e+01    6.983240e+01     5 6 10 11 12 14 16 
       2             294    6.159366e+01    3.130888e-02    7.690476e+01    5.586592e+01     3 6 7 8 9 14 16 
       3             295    6.743165e+01    3.480088e-02    8.357143e+01    4.916201e+01     5 6 7 8 9 11 12 14 15 17 
       4             228    6.637314e+01    2.624784e-02    7.476190e+01    6.312849e+01     5 6 7 9 10 15 16 
       5             335    6.159954e+01    3.416207e-02    7.523810e+01    5.865922e+01     4 7 8 9 12 13 16 
       6             118    6.796237e+01    9.765033e-03    8.309524e+01    5.921788e+01     5 6 7 8 9 10 13 16 17 
       7             420    6.583947e+01    4.864447e-02    8.309524e+01    5.754190e+01     5 6 7 8 9 11 12 13 14 16 17 
       8             395    6.105411e+01    4.371686e-02    7.119048e+01    6.089385e+01     4 6 8 14 17 
       9             324    6.690092e+01    3.238559e-02    7.833333e+01    5.530726e+01     5 6 7 8 10 14 16 17 
      10             102    6.532051e+01    8.285879e-03    7.476190e+01    5.865922e+01     4 7 9 12 14 15 17 
      11              52    6.532639e+01    5.235511e-03              80    5.921788e+01     5 7 8 9 11 12 13 14 16 17 
      12             420    6.743459e+01    4.206292e-02    7.404762e+01    5.754190e+01     5 6 8 9 11 15 16 17 
      13             420    6.532345e+01    4.297635e-02    8.190476e+01    5.977654e+01     5 6 8 9 12 13 14 15 17 
