Parameter setting:
max_iteration = 10
particle = 20
feature = 17
split data = 0.7 & 0.3
W = 0.6;
c1 = 1.2;
c2 = 1.2;
weight initialization = -1 ... 1
data normalization = -1 ... 1

Building classifier model for 3 classes...
Start at 18-Jun-2017 13:33:31
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
      16            7108    6.299300e+01    1.812312e+02    6.916151e+01    6.569271e+01     3 4 8 9 11 13 14 16 17 
      17             961    6.316365e+01    2.690091e+00    6.893641e+01    6.644780e+01     3 11 12 13 14 16 17 
      18            4259    6.315776e+01    6.143002e+01    6.890827e+01    6.628365e+01     3 4 8 9 10 13 14 15 
      19            7108    6.280587e+01    1.809537e+02    6.907710e+01    6.608667e+01     4 8 9 12 13 14 15 16 17 
      20             130    6.303007e+01    1.881500e-01    6.899268e+01    6.621799e+01     3 4 8 9 13 17 
gBest = 6.343258e+01

Iteration 3 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            3732    6.299594e+01    4.544328e+01    7.162352e+01    6.533158e+01     3 4 6 7 9 10 13 14 15 17 
       2            5712    6.316659e+01    1.306289e+02    7.138436e+01    6.477347e+01     4 5 6 7 8 9 13 15 16 
       3            7108    6.340433e+01    1.806067e+02    6.599606e+01    6.671044e+01     5 7 8 9 12 15 16 
       4            7108    6.321426e+01    1.819918e+02    6.954136e+01    6.651346e+01     4 6 7 10 11 15 16 17 
       5            6762    6.316070e+01    1.691802e+02    6.893641e+01    6.644780e+01     3 7 11 13 16 
       6            2954    6.337608e+01    2.555098e+01    6.924592e+01    6.667761e+01     3 6 9 10 14 15 
       7            1778    6.324545e+01    8.335580e+01    6.260551e+01    6.260670e+01     7 8 10 12 14 15 
       8            1826    6.299300e+01    8.647165e+00    6.947102e+01    6.588969e+01     3 6 9 11 12 13 14 16 17 
       9            4712    6.316659e+01    8.312028e+01    7.274902e+01    6.375575e+01     4 5 6 7 8 9 10 11 15 17 
      10            2680    6.340433e+01    2.797409e+02    6.260551e+01    6.260670e+01     7 8 11 12 
      11            7108    6.321426e+01    1.837832e+02    6.941474e+01    6.651346e+01     3 7 8 10 11 12 15 17 
      12            5470    6.334195e+01    1.287461e+02    7.718064e+01    5.745240e+01     3 5 6 7 8 9 10 11 12 13 15 16 17 
      13            1053    6.340139e+01    3.109097e+00    6.602420e+01    6.671044e+01     6 7 9 10 13 14 15 16 
      14            7108    6.343258e+01    1.853582e+02    7.013225e+01    6.598818e+01     4 5 7 8 9 11 12 13 14 15 
      15            5600    6.331371e+01    1.284214e+02    6.978053e+01    6.546290e+01     3 5 8 9 10 11 13 15 16 17 
      16             673    6.340139e+01    1.490564e+00    6.923185e+01    6.671044e+01     3 6 9 11 14 15 16 17 
      17            7108    6.316365e+01    1.831478e+02    6.893641e+01    6.644780e+01     3 9 10 11 12 13 15 17 
      18             181    6.340433e+01    3.438403e-01    6.924592e+01    6.671044e+01     3 6 9 11 12 16 17 
      19            6630    6.325133e+01    3.197701e+03    6.595385e+01    6.654629e+01     5 7 8 9 12 15 
      20            7108    6.333901e+01    1.820657e+02    6.923185e+01    6.664478e+01     3 6 9 12 13 15 16 17 
gBest = 6.343258e+01

Iteration 4 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            4512    6.299594e+01    7.366380e+01    7.089195e+01    6.539724e+01     3 5 7 8 10 11 12 13 14 15 17 
       2            3240    6.316659e+01    3.234406e+01    7.021666e+01    6.572554e+01     4 5 6 8 9 12 13 14 15 16 17 
       3            7108    6.340433e+01    3.427120e+03    6.260551e+01    6.260670e+01     7 8 10 13 15 
       4            7108    6.334784e+01    1.815078e+02    6.900675e+01    6.664478e+01     3 5 11 15 17 
       5            6930    6.321426e+01    1.753781e+02    6.959764e+01    6.651346e+01     4 5 7 8 10 15 16 17 
       6            1153    6.337608e+01    3.624364e+00    6.899268e+01    6.644780e+01     4 5 8 15 
       7            7107    6.325427e+01    3.660955e+03    6.595385e+01    6.654629e+01     5 6 8 11 15 
       8            7108    6.299300e+01    1.821820e+02    7.014631e+01    6.579120e+01     4 6 7 8 9 11 14 15 16 17 
       9             889    6.316659e+01    2.332228e+00    7.021666e+01    6.641497e+01     4 5 6 7 10 12 13 14 17 
      10            1406    6.340433e+01    5.124401e+00    6.947102e+01    6.562705e+01     5 6 8 9 10 11 13 15 16 
      11            2580    6.321426e+01    1.829182e+01    6.956950e+01    6.648063e+01     4 5 7 11 14 15 16 
      12            5429    6.334195e+01    1.200320e+02    7.079347e+01    6.556139e+01     3 6 7 8 9 12 14 16 17 
      13            7108    6.340139e+01    3.512790e+02    6.599606e+01    6.641497e+01     5 6 11 13 15 17 
      14            4525    6.343258e+01    7.297495e+01    7.079347e+01    6.546290e+01     4 5 7 8 9 10 11 12 13 16 17 
      15            4954    6.331371e+01    1.032254e+02    6.893641e+01    6.644780e+01     3 6 11 15 17 
      16            1474    6.340139e+01    5.451754e+00    6.902082e+01    6.664478e+01     4 5 8 12 13 14 17 
      17            4032    6.316365e+01    5.737744e+01    7.256612e+01    6.329613e+01     4 5 6 7 8 9 10 12 14 16 
      18            7056    6.340433e+01    1.817116e+02    6.903489e+01    6.664478e+01     4 5 8 12 15 16 17 
      19            1263    6.325133e+01    4.247103e+00    6.292909e+01    6.323047e+01     7 8 10 11 12 15 17 
      20             903    6.337314e+01    2.334858e+00    6.899268e+01    6.667761e+01     4 5 8 11 14 15 17 
gBest = 6.343258e+01

Iteration 5 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            4183    6.334195e+01    6.130113e+01    6.923185e+01    6.664478e+01     3 6 11 12 14 15 16 
       2            1062    6.316659e+01    3.516834e+00    7.186269e+01    6.477347e+01     4 5 6 7 10 11 12 13 16 17 
       3            6744    6.340433e+01    1.697065e+02    6.899268e+01    6.644780e+01     4 9 11 12 14 16 17 
       4            6017    6.334784e+01    1.420201e+02    7.042769e+01    6.638214e+01     3 5 6 7 11 12 14 15 16 
       5            1884    6.334784e+01    9.456442e+00    6.902082e+01    6.664478e+01     4 5 12 13 15 
       6            2524    6.337608e+01    1.883838e+01    7.308666e+01    6.319764e+01     4 5 6 8 9 10 11 12 14 15 16 17 
       7            2328    6.331371e+01    1.435526e+01    6.900675e+01    6.661195e+01     4 5 7 12 15 17 
       8            2690    6.305832e+01    2.099605e+01    6.969612e+01    6.634931e+01     4 6 7 8 9 10 12 16 
       9            6274    6.316659e+01    1.509778e+02    7.061058e+01    6.615233e+01     4 5 6 7 8 14 15 17 
      10            4072    6.340433e+01    5.535229e+01    6.900675e+01    6.667761e+01     4 5 9 14 15 16 17 
      11            2000    6.321426e+01    1.104361e+01    7.090602e+01    6.424819e+01     4 5 6 8 9 10 11 12 13 14 17 
      12            5054    6.334195e+01    1.082241e+02    6.906303e+01    6.664478e+01     3 7 9 11 13 15 16 17 
      13            7108    6.340139e+01    1.820802e+02    6.899268e+01    6.644780e+01     4 7 10 14 16 
      14            5944    6.343258e+01    1.475990e+02    7.027293e+01    6.641497e+01     4 5 6 7 12 13 14 17 
      15            5826    6.331371e+01    1.364903e+02    6.893641e+01    6.644780e+01     3 8 10 17 
      16            1937    6.340139e+01    1.091182e+01    7.025886e+01    6.569271e+01     4 5 6 8 9 10 11 12 13 
      17            5857    6.316365e+01    1.379707e+02    6.893641e+01    6.644780e+01     3 14 16 17 
      18            7108    6.340433e+01    1.856804e+02    7.338210e+01    6.270519e+01     4 5 6 8 9 10 11 12 14 15 16 17 
      19            3174    6.325133e+01    2.990042e+01    6.899268e+01    6.644780e+01     4 9 10 15 
      20            2166    6.337314e+01    1.279559e+01    6.899268e+01    6.644780e+01     4 6 11 13 16 
gBest = 6.343258e+01

Iteration 6 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            2456    6.334195e+01    1.600680e+01    6.944288e+01    6.631648e+01     4 5 6 11 12 13 
       2            4433    6.316659e+01    6.765499e+01    7.107485e+01    6.451083e+01     4 5 6 7 9 10 11 13 17 
       3            6183    6.340433e+01    1.494434e+02    7.042769e+01    6.628365e+01     4 5 6 7 10 16 17 
       4            2986    6.337608e+01    2.584037e+01    6.924592e+01    6.667761e+01     3 6 7 8 12 14 
       5            1192    6.337608e+01    4.291075e+00    6.900675e+01    6.667761e+01     4 5 8 11 14 15 
       6            3018    6.337608e+01    2.665862e+01    6.893641e+01    6.644780e+01     3 7 9 11 14 
       7             453    6.331371e+01    8.248794e-01    6.931626e+01    6.651346e+01     3 7 8 9 11 12 14 15 
       8            5435    6.334489e+01    1.211626e+02    6.899268e+01    6.664478e+01     4 5 7 8 15 16 
       9            6703    6.316659e+01    1.683211e+02    7.042769e+01    6.638214e+01     4 5 6 7 8 12 16 
      10            6899    6.340433e+01    1.797811e+02    7.028700e+01    6.549573e+01     4 5 6 8 9 11 12 13 14 15 
      11            2555    6.321426e+01    1.820856e+01    6.900675e+01    6.631648e+01     3 8 9 12 14 15 16 17 
      12            1021    6.334195e+01    3.243155e+00    7.242544e+01    6.342745e+01     4 5 6 7 8 9 10 13 14 15 16 17 
      13            7108    6.340139e+01    1.814152e+02    6.902082e+01    6.664478e+01     4 5 9 10 14 15 16 17 
      14            6624    6.343258e+01    1.657657e+02    7.117333e+01    6.451083e+01     4 5 6 7 9 10 11 13 16 
      15            3758    6.331371e+01    4.595782e+01    7.227068e+01    6.408404e+01     4 5 6 7 8 10 11 12 14 15 17 
      16            6788    6.340139e+01    1.685083e+02    6.906303e+01    6.664478e+01     3 7 9 13 15 16 17 
      17            5319    6.316365e+01    1.168536e+02    7.205965e+01    6.424819e+01     4 5 6 7 8 10 12 13 16 17 
      18            5214    6.340433e+01    1.130336e+02    6.904896e+01    6.664478e+01     3 7 9 12 15 16 17 
      19            7108    6.325133e+01    1.822770e+02    7.039955e+01    6.598818e+01     4 5 6 7 11 12 15 17 
      20            7108    6.337314e+01    1.826941e+02    7.023073e+01    6.585686e+01     4 6 7 8 9 11 13 15 16 
gBest = 6.343258e+01

Iteration 7 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            5100    6.334195e+01    1.093024e+02    7.028700e+01    6.648063e+01     4 5 6 7 9 11 14 17 
       2            3367    6.316659e+01    3.637720e+01    7.193303e+01    6.434668e+01     4 5 6 7 8 10 11 12 13 16 
       3            3182    6.340433e+01    3.047592e+01    6.948509e+01    6.651346e+01     4 6 7 9 13 15 16 17 
       4            1935    6.337608e+01    1.114951e+01    7.110298e+01    6.421536e+01     4 5 6 7 9 13 14 15 16 17 
       5            1445    6.337608e+01    5.331730e+00    6.959764e+01    6.644780e+01     4 5 7 8 9 11 12 13 
       6            2222    6.340139e+01    1.308233e+01    6.923185e+01    6.671044e+01     3 6 9 10 11 12 15 16 
       7            2995    6.331371e+01    2.819846e+01    7.107485e+01    6.487196e+01     4 5 6 7 9 11 12 13 14 15 16 
       8            5223    6.334489e+01    1.139534e+02    7.035734e+01    6.628365e+01     4 5 6 7 13 15 16 17 
       9            4282    6.316659e+01    6.368537e+01    7.129994e+01    6.490479e+01     4 5 6 7 8 9 11 12 14 
      10            6804    6.340433e+01    1.712490e+02    6.899268e+01    6.644780e+01     4 8 11 13 17 
      11            5878    6.330194e+01    1.370238e+02    6.962577e+01    6.661195e+01     3 7 8 10 11 12 13 14 15 17 
      12            5745    6.334195e+01    1.324121e+02    7.145470e+01    6.487196e+01     3 6 7 8 9 10 12 13 14 17 
      13            7108    6.340139e+01    1.870812e+02    7.211593e+01    6.346028e+01     5 6 7 8 9 10 12 13 14 16 
      14            7108    6.343258e+01    1.862435e+02    6.952729e+01    6.654629e+01     4 5 6 8 9 11 17 
      15            7108    6.337020e+01    1.833171e+02    6.924592e+01    6.667761e+01     3 6 9 11 12 13 14 15 
      16            7108    6.340139e+01    1.832112e+02    6.924592e+01    6.667761e+01     3 6 9 10 12 16 
      17            5490    6.316365e+01    1.223200e+02    6.893641e+01    6.644780e+01     3 10 12 13 15 17 
      18            7108    6.340433e+01    1.837155e+02    6.924592e+01    6.667761e+01     3 6 9 10 12 13 14 
      19            2190    6.325133e+01    1.295746e+01    7.041362e+01    6.575837e+01     4 6 7 10 11 12 13 14 15 17 
      20            7108    6.337314e+01    1.853496e+02    6.951322e+01    6.661195e+01     4 5 6 8 9 12 13 15 
gBest = 6.343258e+01

Iteration 8 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            2002    6.334195e+01    1.074076e+01    6.893641e+01    6.644780e+01     3 8 11 13 14 16 
       2             477    6.324545e+01    9.365624e-01    7.027293e+01    6.654629e+01     4 5 6 7 8 11 14 15 
       3             440    6.340433e+01    6.812353e-01    6.899268e+01    6.644780e+01     4 8 9 10 13 14 
       4            7108    6.337608e+01    1.825091e+02    6.951322e+01    6.644780e+01     4 5 7 8 10 11 17 
       5            2083    6.337608e+01    1.198079e+01    6.952729e+01    6.664478e+01     4 5 6 8 10 13 14 15 
       6            7024    6.340139e+01    1.828163e+02    6.940068e+01    6.648063e+01     3 7 8 11 12 13 15 16 17 
       7            5877    6.331371e+01    1.367410e+02    6.980867e+01    6.559422e+01     4 5 8 9 10 11 12 14 15 17 
       8            3488    6.334489e+01    4.085848e+01    7.232696e+01    6.342745e+01     4 5 6 7 9 10 13 14 15 16 
       9            2679    6.316659e+01    2.143027e+01    7.210186e+01    6.411687e+01     4 5 6 7 8 10 11 13 14 15 17 
      10            7108    6.340433e+01    3.530300e+02    6.599606e+01    6.641497e+01     5 6 8 13 14 16 17 
      11            7108    6.330194e+01    1.838833e+02    6.893641e+01    6.644780e+01     3 7 11 14 17 
      12            4009    6.334195e+01    5.400195e+01    6.975239e+01    6.615233e+01     3 5 8 9 11 12 13 14 16 17 
      13            1239    6.340139e+01    4.307674e+00    6.934440e+01    6.565988e+01     5 6 8 9 11 12 14 15 16 
      14            1096    6.343258e+01    3.006536e+00    6.948509e+01    6.651346e+01     4 5 6 9 10 13 15 
      15            3686    6.337020e+01    4.217454e+01    6.924592e+01    6.667761e+01     3 6 9 10 11 14 16 17 
      16            1325    6.340139e+01    4.380885e+00    6.903489e+01    6.664478e+01     3 7 8 12 14 15 16 
      17            3379    6.316365e+01    3.462500e+01    6.893641e+01    6.644780e+01     3 11 12 13 14 17 
      18             620    6.340433e+01    1.201921e+00    6.925999e+01    6.661195e+01     3 7 8 12 13 14 15 16 
      19            6330    6.325133e+01    1.515417e+02    6.899268e+01    6.644780e+01     4 8 9 10 13 17 
      20            1034    6.337314e+01    3.225319e+00    7.229882e+01    6.382141e+01     4 5 6 7 8 9 10 11 14 15 
gBest = 6.343258e+01

Iteration 9 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            3259    6.334195e+01    3.124977e+01    6.893641e+01    6.644780e+01     3 6 9 15 17 
       2            2558    6.324545e+01    1.822812e+01    7.039955e+01    6.634931e+01     4 5 6 7 9 13 16 17 
       3            1628    6.340433e+01    8.160964e+01    6.595385e+01    6.654629e+01     5 6 10 12 14 
       4             777    6.337608e+01    2.099415e+00    6.924592e+01    6.667761e+01     3 6 9 12 13 14 17 
       5            5139    6.337608e+01    1.195892e+02    6.959764e+01    6.651346e+01     4 5 7 9 13 14 16 
       6            7108    6.340139e+01    1.807615e+02    6.893641e+01    6.644780e+01     3 7 10 13 15 17 
       7            2455    6.337314e+01    1.683026e+01    6.900675e+01    6.667761e+01     4 5 12 13 15 16 17 
       8            1383    6.337608e+01    4.862323e+00    6.902082e+01    6.667761e+01     4 5 7 8 9 17 
       9            7108    6.316659e+01    1.852525e+02    7.280529e+01    6.369009e+01     4 5 6 7 8 9 10 12 13 14 
      10            7108    6.340433e+01    3.533394e+02    6.601013e+01    6.644780e+01     5 6 9 10 11 13 
      11            2483    6.330194e+01    1.698036e+01    6.900675e+01    6.631648e+01     3 8 10 12 13 14 15 16 
      12            1796    6.334195e+01    8.666191e+00    6.949916e+01    6.651346e+01     3 5 7 10 11 12 13 14 15 
      13            5098    6.340139e+01    1.082186e+02    6.598199e+01    6.671044e+01     5 7 11 12 13 15 16 17 
      14             135    6.343258e+01    1.824088e-01    6.944288e+01    6.651346e+01     4 5 6 8 11 14 16 
      15            7108    6.337020e+01    1.834721e+02    6.904896e+01    6.664478e+01     3 7 9 10 11 12 14 16 
      16            2192    6.340139e+01    1.352875e+01    6.893641e+01    6.644780e+01     3 7 13 15 17 
      17            4760    6.316365e+01    9.769682e+01    6.893641e+01    6.644780e+01     3 8 12 14 16 
      18             727    6.340433e+01    1.707254e+00    6.893641e+01    6.644780e+01     3 7 12 17 
      19            2100    6.325133e+01    1.210832e+01    6.599606e+01    6.641497e+01     5 6 10 12 13 16 17 
      20            4021    6.337314e+01    5.309880e+01    6.956950e+01    6.651346e+01     4 5 7 9 13 14 15 16 
gBest = 6.343258e+01

Iteration 10 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            7053    6.334195e+01    1.829094e+02    6.906303e+01    6.664478e+01     3 7 11 12 13 14 15 16 17 
       2            3282    6.324545e+01    3.399606e+01    7.028700e+01    6.621799e+01     4 5 6 7 12 13 14 16 17 
       3            4038    6.340433e+01    5.402192e+01    6.899268e+01    6.644780e+01     4 7 10 14 15 17 
       4            4101    6.337608e+01    5.772086e+01    6.900675e+01    6.667761e+01     3 5 11 12 15 16 17 
       5            1734    6.337608e+01    8.119913e+00    6.917558e+01    6.667761e+01     4 5 8 10 11 14 15 16 17 
       6            6236    6.340139e+01    1.489223e+02    6.893641e+01    6.644780e+01     3 8 10 14 16 17 
       7            3197    6.337314e+01    3.227507e+01    6.954136e+01    6.654629e+01     4 5 7 12 13 15 16 
       8            6715    6.337608e+01    1.707309e+02    6.952729e+01    6.644780e+01     4 5 7 9 11 13 14 15 
       9            1040    6.316659e+01    3.738813e+00    7.196117e+01    6.434668e+01     4 5 6 7 8 10 11 13 14 15 16 17 
      10            5051    6.340433e+01    1.097090e+02    6.925999e+01    6.664478e+01     4 6 9 11 13 14 17 
      11            3751    6.330194e+01    4.527797e+01    6.893641e+01    6.644780e+01     3 9 14 15 
      12            5657    6.334195e+01    1.298648e+02    6.927406e+01    6.651346e+01     3 6 8 10 11 12 13 17 
      13            7108    6.340139e+01    3.263304e+03    6.260551e+01    6.260670e+01     4 10 13 
      14            5818    6.349495e+01    1.461176e+02    6.958357e+01    6.680893e+01     4 5 6 8 9 10 11 13 
      15            4277    6.337020e+01    6.761582e+01    6.893641e+01    6.644780e+01     3 11 12 14 16 17 
      16            4981    6.340139e+01    1.110609e+02    6.893641e+01    6.644780e+01     3 8 12 
      17            3140    6.316365e+01    3.172223e+01    6.893641e+01    6.644780e+01     3 10 12 13 15 
      18            1263    6.340433e+01    4.709647e+00    6.893641e+01    6.644780e+01     3 8 12 14 16 
      19            2865    6.325133e+01    2.559378e+01    6.899268e+01    6.644780e+01     4 7 10 13 17 
      20            7108    6.337314e+01    1.979000e+02    7.120146e+01    6.500328e+01     4 6 7 8 9 10 12 13 16 17 
gBest = 6.349495e+01
Finish at 18-Jun-2017 23:14:02
